pred
0.138
0.1519
0.1063
0.207
0.3396
0.1333
0.09467
0.1349
0.2144
0.113
0.2905
0.1637
0.1045
0.189
0.3228
0.4856
0.1656
0.2294
0.108
0.138
0.1985
0.182
0.646
0.1597
0.1217
0.08435
0.1758
0.1624
0.2297
0.3838
0.2104
0.1748
0.1172
0.0667
0.2203
0.2379
0.1915
0.1637
0.3625
0.295
0.2128
0.04578
0.1807
0.379
0.1367
0.2666
0.1876
0.4158
0.2222
0.2125
0.1118
0.1229
0.2433
0.345
0.3066
0.277
0.04178
0.11145
0.1774
0.1326
0.2168
0.3433
0.3772
0.1128
0.468
0.4368
0.1569
0.0544
0.1166
0.2198
0.14
0.2135
0.06165
0.1696
0.3877
0.12286
0.4207
0.1481
0.1415
0.127
0.09125
0.1523
0.1873
0.1614
0.1493
0.3057
0.0613
0.4863
0.1733
0.1772
0.2195
0.1643
0.1556
0.2251
0.1564
0.2051
0.05655
0.1567
0.0933
0.11163
0.2908
0.1259
0.0998
0.2339
0.2524
0.1477
0.429
0.2673
0.1896
0.528
0.1747
0.1465
0.11066
0.1311
0.2864
0.1505
0.09894
0.128
0.1385
0.1245
0.04303
0.1873
0.1442
0.1965
0.0854
0.10144
0.2339
0.1759
0.1124
0.5864
0.0874
0.1063
0.1549
0.195
0.1943
0.2375
0.2595
0.1312
0.2388
0.1489
0.1481
0.195
0.1322
0.1671
0.2098
0.1251
0.1659
0.3916
0.1311
0.0876
0.2229
0.1627
0.07196
0.2363
0.3035
0.474
0.2502
0.1942
0.1201
0.1661
0.204
0.11456
0.0702
0.0477
0.1238
0.1241
0.3628
0.1515
0.1324
0.0895
0.1376
0.1488
0.2249
0.2893
0.1295
0.127
0.1432
0.1448
0.07184
0.1301
0.2043
0.2532
0.2207
0.4863
0.1749
0.1284
0.111
0.10284
0.1394
0.1009
0.1136
0.1846
0.088
0.2207
0.1808
0.2058
0.1915
0.1934
0.06537
0.2874
0.2795
0.1259
0.375
0.0682
0.1929
0.0651
0.546
0.1504
0.1892
0.2017
0.1586
0.1436
0.13
0.11127
0.139
0.3413
0.2051
0.1448
0.3237
0.391
0.3032
0.3113
0.1334
0.2103
0.1477
0.3162
0.3157
0.11536
0.2974
0.1497
0.1768
0.1636
0.1776
0.528
0.2603
0.3164
0.2034
0.0959
0.0977
0.10706
0.2286
0.512
0.149
0.1403
0.3894
0.11633
0.1431
0.2593
0.0792
0.119
0.1412
0.272
0.1473
0.1361
0.3997
0.3787
0.10895
0.2588
0.0888
0.0734
0.122
0.06744
0.2615
0.1455
0.2969
0.03955
0.1009
0.1335
0.1403
0.189
0.1619
0.11084
0.1696
0.1076
0.06396
0.1532
0.1122
0.10034
0.1597
0.1466
0.1693
0.1674
0.1565
0.1095
0.1493
0.1656
0.12244
0.448
0.09204
0.2546
0.139
0.2444
0.1043
0.1621
0.0546
0.487
0.1279
0.0945
0.1105
0.0667
0.1261
0.09125
0.1368
0.1388
0.10266
0.0935
0.118
0.142
0.181
0.2593
0.2054
0.1649
0.1711
0.1023
0.179
0.1725
0.1838
0.154
0.607
0.11816
0.139
0.2974
0.219
0.0882
0.1383
0.1278
0.10486
0.29
0.1005
0.0986
0.07355
0.1214
0.1504
0.0979
0.1544
0.2024
0.1357
0.2487
0.094
0.2301
0.1324
0.131
0.10724
0.1578
0.11475
0.2177
0.1821
0.08124
0.13
0.1812
0.1874
0.1671
0.1178
0.0729
0.1223
0.4065
0.1265
0.0866
0.1011
0.1305
0.1276
0.228
0.2507
0.07904
0.541
0.1019
0.08435
0.4893
0.0904
0.1511
0.261
0.1356
0.3074
0.2737
0.1559
0.1019
0.2642
0.1464
0.2563
0.1329
0.1815
0.07227
0.2144
0.0836
0.1808
0.2957
0.4768
0.0863
0.1661
0.1567
0.1321
0.2198
0.11615
0.268
0.12213
0.1852
0.2198
0.1599
0.1279
0.2605
0.1836
0.1178
0.3008
0.06396
0.1617
0.5576
0.2256
0.1294
0.1399
0.0893
0.06323
0.1282
0.2256
0.2297
0.1338
0.1152
0.1471
0.1302
0.12494
0.1138
0.06854
0.1709
0.2727
0.1797
0.3098
0.2278
0.0802
0.1344
0.2257
0.1519
0.06335
0.3342
0.2595
0.214
0.0955
0.1807
0.0836
0.2318
0.1412
0.0526
0.1581
0.05646
0.1382
0.2073
0.1207
0.2742
0.07306
0.2142
0.1754
0.1447
0.066
0.113
0.2808
0.1643
0.189
0.1707
0.1733
0.04968
0.1188
0.1427
0.1152
0.1084
0.127
0.1322
0.1753
0.0979
0.1519
0.1317
0.09827
0.1273
0.1794
0.0611
0.07947
0.1302
0.1431
0.1307
0.08374
0.0964
0.07654
0.3289
0.1105
0.12036
0.1564
0.1605
0.2634
0.2063
0.06085
0.1503
0.1219
0.1099
0.0857
0.2194
0.1504
0.08374
0.1466
0.1054
0.3364
0.10486
0.07965
0.1453
0.1625
0.2157
0.211
0.1967
0.0991
0.3376
0.07367
0.1335
0.1604
0.3584
0.513
0.1494
0.1423
0.4563
0.17
0.0868
0.1362
0.1919
0.1437
0.1063
0.335
0.1887
0.1759
0.11127
0.0935
0.1316
0.0914
0.0979
0.1412
0.1019
0.262
0.156
0.411
0.1236
0.137
0.122
0.2394
0.1378
0.1917
0.1005
0.07043
0.1459
0.0804
0.1346
0.1306
0.2098
0.1197
0.2603
0.1724
0.0909
0.1288
0.1259
0.3538
0.07574
0.1359
0.1473
0.05118
0.1562
0.04178
0.1439
0.1577
0.2976
0.1857
0.0643
0.1321
0.1338
0.1076
0.126
0.2437
0.1414
0.4043
0.199
0.1947
0.1063
0.2712
0.2042
0.1693
0.157
0.1232
0.0621
0.3364
0.1043
0.11456
0.09076
0.1571
0.1599
0.0831
0.2717
0.2168
0.278
0.115
0.2184
0.1007
0.08374
0.239
0.1611
0.2693
0.07587
0.1935
0.228
