class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.9805,0.01907,4.63e-05,6e-08,0.0001355,0.0004754,0
0.9883,0.00706,1.043e-05,6e-08,0.003963,0.0003192,0
0.9956,0.001014,6.1e-06,6e-08,0.0005045,0.003128,0
0.997,0.0007496,7.45e-06,6e-08,0.002325,0.0002952,0
0.9966,0.0008926,9.06e-06,6e-08,0.002121,0.0005455,0
0.997,0.001081,2.7e-06,1e-07,0.0007324,0.001224,0
0.9927,0.0002651,1.67e-06,3e-07,0.000456,0.007,0
0.9995,5.5e-06,0.0002246,1.6e-06,0.0001123,0.0002018,0
0.999,3.34e-06,2.885e-05,2.9e-06,7.58e-05,0.0004504,0
0.9966,3.4e-06,4.33e-05,1.7e-05,2.99e-05,0.003353,0
0.999,6.74e-06,6.98e-05,1.86e-05,7.8e-06,0.0007524,0
0.993,2.86e-06,1.52e-05,4.09e-05,4.97e-05,0.006878,0
0.995,3.9e-06,0.0001338,0.0001947,4.23e-06,0.005165,0
0.9966,8.8e-06,0.0002381,0.000534,3.9e-06,0.002733,0
0.994,3.46e-06,0.003319,0.0009513,3.9e-06,0.00157,0
0.9517,5.2e-06,0.000757,0.02206,5.8e-06,0.02539,0
0.948,2.307e-05,0.0029,0.003002,2.2e-06,0.0457,0
0.903,0.00797,7.2e-06,9.24e-06,5.25e-06,0.08923,0
0.6636,0.3247,3.7e-05,1.67e-06,1.17e-05,0.01138,0
0.931,0.05255,1.51e-05,3.46e-06,4.8e-06,0.01593,0
0.909,0.00578,1.913e-05,9.6e-06,1.39e-05,0.08453,0
0.397,0.0003405,4.4e-06,1.09e-05,9.3e-06,0.603,5
0.2166,4.214e-05,2.27e-05,1.91e-05,5.2e-06,0.783,5
0.1738,2.25e-05,2.74e-06,1.27e-05,3.636e-05,0.826,5
0.2147,1.186e-05,3.64e-06,1.63e-05,1.97e-05,0.785,5
0.625,1.47e-05,7.9e-06,4.894e-05,6.26e-06,0.3745,0
0.696,7.75e-06,6.74e-06,6.83e-05,9.36e-06,0.304,0
0.619,1.47e-05,3.9e-06,0.0001528,8.94e-06,0.3813,0
0.9097,2.44e-06,1.705e-05,0.000458,6.56e-06,0.0897,0
0.9756,2.3e-06,1.32e-05,1.19e-05,3.624e-05,0.02423,0
0.9233,8.3e-07,2.36e-05,0.000235,6.133e-05,0.07654,0
