class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.9976,0.001241,3.5e-06,0.001223,5.4e-07,0.000136,0
0.9985,0.0002092,3.46e-06,0.0004332,3e-07,0.0004714,0
0.999,3.12e-05,4.7e-06,0.0003016,4e-07,0.0003028,0
1.0,4.524e-05,8.9e-06,0.000153,5.4e-07,0.0002016,0
0.999,1.967e-05,4.3e-06,0.0001736,5.4e-06,0.000444,0
0.999,1.41e-05,1.64e-05,0.0004973,3.46e-06,0.0004795,0
0.9985,9.835e-05,7.33e-06,0.000978,7.4e-06,0.0002584,0
0.998,3.517e-05,4.6e-06,0.001797,1.246e-05,0.0003734,0
0.997,3.135e-05,6.1e-06,0.001432,6.14e-06,0.001199,0
0.9995,0.0001234,5.1e-06,0.0002146,3.2e-06,0.000193,0
0.9995,0.000362,5.84e-06,0.0003445,6.6e-07,8.56e-05,0
0.998,0.0002153,1.12e-05,0.002174,7e-07,3.33e-05,0
0.9985,0.0001299,5.07e-06,0.001248,1.97e-06,8.774e-05,0
0.999,0.0004172,4.1e-06,0.0003555,9e-07,1.13e-05,0
0.998,0.001461,8.94e-06,0.000153,5e-07,6.6e-06,0
0.999,0.000796,9.66e-06,9.584e-05,8e-07,2.56e-06,0
1.0,0.0003564,2.09e-05,6.89e-05,1e-06,1.8e-06,0
1.0,0.0002475,1.79e-05,0.0001564,4e-07,2.4e-06,0
1.0,3.755e-05,1.01e-05,0.0002882,3e-07,1.51e-05,0
0.998,5.37e-05,1e-05,0.00197,6e-07,1.73e-05,0
0.999,7.176e-05,1.74e-05,0.000725,2.1e-06,3.6e-06,0
0.999,8.404e-05,1.04e-05,0.000922,4e-07,1.42e-05,0
0.9995,0.000138,1.37e-05,0.0002216,1.55e-06,6.9e-06,0
0.9995,6.01e-05,2.086e-05,0.0006075,1.2e-06,3.13e-05,0
1.0,2.43e-05,2.65e-05,0.0001236,2.3e-06,5.68e-05,0
1.0,3.98e-05,5.7e-06,9.46e-05,3.6e-07,0.0002145,0
0.999,6.18e-05,2.8e-06,0.0001198,3.6e-07,0.000206,0
0.999,9.936e-05,1.42e-05,0.0005236,6e-08,4.524e-05,0
0.999,0.0002916,1.83e-05,0.0009346,6e-08,2.5e-05,0
0.9995,0.0001633,1.836e-05,0.000593,6e-08,6.37e-05,0
0.9976,0.0011635,5.2e-06,0.0013,3.6e-07,3.7e-05,0
0.998,0.0003037,7e-06,0.00167,2e-07,3.54e-05,0
0.998,7.796e-05,4.35e-06,0.00212,3e-07,9.936e-05,0
0.995,0.0002031,1.36e-05,0.004967,7e-07,1.466e-05,0
0.9985,0.0003908,9.8e-06,0.001101,9e-07,1.204e-05,0
0.9995,0.0002224,8e-06,0.0003989,5.4e-07,1.99e-05,0
0.9995,0.0004609,1.08e-05,0.0004046,2.56e-06,5.9e-06,0
0.999,0.0005255,1.44e-05,0.000282,9.54e-06,2.73e-05,0
0.999,0.0005713,2.25e-05,0.0001195,7.856e-05,3.23e-05,0
0.9956,0.00379,3.12e-05,4.685e-05,0.0001551,7.075e-05,0
0.9937,0.00587,4.62e-05,4.84e-05,6.99e-05,0.0002596,0
0.993,0.006084,0.0001887,8.26e-05,0.0001869,3.52e-05,0
0.997,0.00281,3.415e-05,1.514e-05,2.33e-05,0.0001684,0
0.9985,0.001477,3.86e-05,5.26e-05,5.62e-05,9.71e-05,0
0.993,0.006554,7.42e-05,4.24e-05,4.05e-06,1.216e-05,0
0.999,3.08e-05,0.0002081,0.0001822,8.3e-07,0.0002983,0
0.9995,0.0001605,0.0004628,0.00010306,1.3e-06,4.077e-05,0
0.996,0.002773,0.000691,5.2e-06,7.15e-06,0.0002818,0
0.9966,0.002773,0.0008545,5.83e-05,6.56e-06,1.73e-05,0
0.945,0.0424,0.01291,2.164e-05,2.84e-05,1.47e-05,0
0.992,0.003578,0.00376,5.454e-05,1.1e-06,2.486e-05,0
0.996,0.002283,0.001521,8.345e-05,6.6e-07,9.626e-05,0
0.997,0.002619,5.406e-05,0.0002018,1.13e-06,8.243e-05,0
0.9985,0.001041,1.884e-05,5.23e-05,2e-07,0.0002413,0
0.997,0.0003316,2.98e-05,0.002123,1.13e-06,0.0003426,0
0.9956,0.0034,1.23e-05,0.0002115,6e-07,0.0008135,0
0.986,0.0002458,1.61e-05,0.001477,6e-07,0.0121,0
0.999,0.0001118,5.2e-06,0.0006857,4e-07,9.525e-05,0
0.999,3.004e-05,5.2e-06,0.0003233,1.8e-06,3.463e-05,0
1.0,2.33e-05,6.4e-06,0.0002068,1.2e-06,7.385e-05,0
1.0,4.685e-05,2.88e-05,0.00011367,1.2e-06,7.94e-05,0
1.0,6.62e-05,1.2e-05,0.000133,1e-06,3.33e-05,0
0.9995,6.694e-05,3.23e-05,0.0001844,1.1e-06,2.414e-05,0
0.9995,5.06e-05,1.544e-05,0.0003855,6.6e-07,0.00010127,0
0.999,7.1e-05,3.4e-06,0.0001367,7e-07,0.0002449,0
0.999,2.986e-05,5.2e-06,0.0001935,3e-07,0.001179,0
0.997,6.235e-05,3e-06,8.7e-05,4e-07,0.002752,0
0.998,2.265e-05,5.6e-06,9.865e-05,6.6e-07,0.001339,0
0.999,9.966e-05,4.77e-06,1.84e-05,3e-07,0.000468,0
1.0,5.794e-05,7.15e-06,1.77e-05,5e-07,0.0002491,0
0.999,0.0004735,2.6e-06,1.39e-05,7e-07,8.345e-05,0
0.9995,0.0002573,2e-05,1.28e-05,1e-07,9.95e-05,0
0.9995,0.0002029,1.43e-05,6.85e-06,7e-07,0.000537,0
0.9985,0.0005136,1.985e-05,3.4e-06,7e-07,0.0006857,0
0.9995,0.0003934,1.144e-05,5.54e-06,8e-07,0.0004108,0
0.9995,0.0003586,2.253e-05,9.36e-06,5e-07,3.74e-05,0
0.996,0.00393,9.67e-05,1.7e-05,2.2e-06,9.66e-06,0
0.997,0.002779,0.000226,4.94e-05,1.67e-06,3.7e-06,0
0.996,0.00287,0.000821,2.974e-05,1.43e-06,5.66e-06,0
0.9834,0.01596,0.0003057,5.645e-05,4e-06,5.96e-06,0
0.998,0.001751,1.264e-05,9.15e-05,1.127e-05,0.000377,0
0.998,0.001454,1.097e-05,0.0006666,2e-06,3.445e-05,0
0.997,0.00259,1.657e-05,0.0004587,2.86e-06,2.43e-05,0
0.9995,0.0004487,6.85e-06,0.0004377,1.7e-06,3.797e-05,0
1.0,5.925e-05,6.4e-06,0.0001426,8.3e-07,4.464e-05,0
0.999,4.345e-05,3.3e-06,0.000654,1.4e-06,0.0002106,0
0.999,4.09e-05,3.34e-06,0.00019,5.4e-07,0.0007143,0
0.9995,6.08e-05,1.127e-05,0.0002565,7e-07,0.0002995,0
0.999,3.713e-05,5.07e-06,0.000265,8e-07,0.0008287,0
0.9995,0.0001566,3.34e-06,0.0001136,2.8e-06,0.00027,0
0.997,0.0001315,6.56e-06,8.42e-05,4e-07,0.002697,0
0.9927,0.000391,1.74e-05,3.48e-05,4.23e-06,0.007202,0
0.992,6.276e-05,1.544e-05,6.276e-05,8.05e-06,0.007687,0
0.992,6.4e-05,5.3e-06,4.39e-05,9e-07,0.007607,0
0.9893,4.905e-05,9.3e-06,4.08e-05,2.8e-06,0.01077,0
0.996,2.8e-05,7.03e-06,2.855e-05,6.6e-07,0.00391,0
0.974,5.585e-05,6.74e-06,2.38e-05,1.85e-06,0.02621,0
0.999,0.00010103,4.1e-06,7.5e-06,4.5e-06,0.0008926,0
0.9907,4.494e-05,3.266e-05,6.26e-06,2.74e-06,0.00957,0
0.9844,2.25e-05,1.645e-05,1.51e-05,8.3e-07,0.01585,0
0.999,4.71e-05,1.93e-05,2.6e-06,1e-06,0.0008273,0
0.999,3.43e-05,1.37e-05,6.56e-06,5e-07,0.001002,0
0.9956,0.0001209,4.3e-06,6.74e-06,1.2e-06,0.004234,0
0.999,0.00011224,1.85e-06,8.46e-06,2e-06,0.000873,0
0.9966,0.000622,1.5e-06,1.95e-05,9e-07,0.00279,0
0.999,0.0005665,9.5e-07,1.425e-05,2.8e-06,0.0005884,0
0.999,0.0003173,9.5e-07,2.855e-05,2e-06,0.0001352,0
0.999,0.0002023,7e-07,1.645e-05,2.1e-06,0.0007,0
0.999,0.000763,1e-06,4.62e-05,1e-06,0.0002029,0
0.999,0.0001304,1.3e-06,0.0003142,1.3e-06,0.000623,0
0.9985,0.000516,1.1e-06,0.0001725,2.74e-06,0.0008173,0
0.9985,0.001603,2.4e-06,8.714e-05,3e-06,6.38e-05,0
0.9985,0.0009003,5.4e-06,4.405e-05,6.6e-07,0.0001582,0
0.9985,0.000977,4.65e-06,1.13e-05,6e-07,0.0003567,0
0.998,0.0006943,6.74e-06,0.0001119,1.43e-06,0.000747,0
0.9966,0.002909,1.013e-05,6.85e-05,2.26e-06,0.0001752,0
0.994,0.00516,1.335e-05,7.606e-05,1.5e-06,0.000177,0
0.9985,0.0008607,6.3e-06,0.0001843,7e-07,0.000141,0
0.9985,0.0004992,4e-06,0.0002084,3e-07,0.0004227,0
0.9985,0.000526,5.54e-06,3.03e-05,3e-07,0.0004222,0
0.9966,0.002342,8.1e-06,1.925e-05,8.3e-07,0.0008855,0
0.9927,0.001783,3.98e-05,5.33e-05,5e-07,0.005013,0
0.999,0.000581,5.484e-05,1.293e-05,3e-07,0.0006266,0
0.9976,0.000916,6.574e-05,5.62e-05,2e-07,0.001418,0
0.991,0.00765,0.0002751,7.504e-05,3e-07,0.0004916,0
0.997,0.0009027,0.000552,6.44e-05,1e-07,0.001382,0
0.998,0.001302,0.0001305,0.0001018,2.4e-07,0.0003688,0
0.998,0.001024,0.0001849,0.0003157,1e-07,4.03e-05,0
0.999,0.00029,0.0002142,0.0004675,6e-08,2.76e-05,0
0.9985,0.001148,0.0001271,0.0003254,5.4e-07,1.127e-05,0
0.9976,0.002037,4.44e-05,0.0001454,2.4e-07,3.064e-05,0
0.989,0.01115,4.56e-05,5.22e-05,6.6e-07,2.146e-05,0
0.977,0.02245,1.13e-05,5.037e-05,1.67e-06,2.015e-05,0
0.9863,0.01335,4.95e-06,5.573e-05,1e-06,8.094e-05,0
0.9937,0.00664,6.3e-06,1.83e-05,3.2e-06,3.785e-05,0
0.9927,0.00528,5.5e-06,8.73e-05,1.03e-05,0.0018215,0
0.9795,0.01932,3.93e-06,0.0003183,1.25e-06,0.001212,0
0.8965,0.10254,1.14e-05,0.0005584,7.45e-06,0.0001891,0
0.8877,0.11194,5.6e-06,0.0001311,5.96e-06,0.0001253,0
0.9355,0.06305,8.2e-06,7.164e-05,1.25e-06,0.00104,0
0.9033,0.096,2e-05,3.69e-05,2.5e-06,0.000384,0
0.9707,0.02676,3.09e-05,0.0001767,5e-07,0.002048,0
0.6523,0.3464,1.776e-05,0.0001208,1.97e-06,0.001143,0
0.9946,0.00479,7.2e-06,6.39e-05,3e-07,0.000429,0
0.9893,0.01018,5.1e-06,5.23e-05,3e-07,0.0001839,0
0.9937,0.00629,4.9e-06,7.963e-05,3e-07,0.0002468,0
0.999,0.000754,2.5e-06,5.823e-05,3e-07,0.0002708,0
0.988,0.01175,3.1e-06,0.0002346,4e-07,9.93e-05,0
0.997,0.002193,1.9e-06,0.0001123,3.6e-07,0.000287,0
0.999,0.00011814,2.5e-06,8.84e-05,5e-07,0.000469,0
0.999,0.0002532,1.6e-06,3.18e-05,6.6e-07,0.0006385,0
0.995,0.0010605,2.9e-06,2.235e-05,4.7e-06,0.004166,0
0.9966,0.003193,4.9e-06,6.44e-06,2.795e-05,0.000342,0
0.9185,0.08154,2.82e-05,6.5e-06,8.756e-05,0.0001034,0
0.7676,0.2328,6.21e-05,5.66e-06,4.92e-05,3.92e-05,0
0.98,0.01958,0.0001482,1.2e-06,1.156e-05,6.527e-05,0
0.793,0.1986,0.0001493,9.24e-06,9e-06,0.0082,0
0.947,0.01165,0.005905,2.37e-05,6.85e-06,0.03558,0
0.908,0.0144,0.004932,4.26e-05,9.3e-06,0.07214,0
0.8154,0.0184,0.1648,0.0002005,4.05e-06,0.001351,0
0.8525,0.01301,0.133,6.56e-06,5.81e-05,0.001101,0
0.698,0.001005,0.3003,1.5e-05,1.79e-05,0.0002868,0
0.951,0.01582,0.0331,1.55e-06,1.61e-05,0.0003855,0
0.928,0.02164,0.04962,4.8e-06,5.07e-06,0.000434,0
0.9536,0.02126,0.02513,3.04e-06,3.46e-06,0.0004656,0
0.9966,0.002783,0.000809,9.8e-06,2e-07,0.0001577,0
0.986,0.008545,0.005707,1.74e-05,7e-07,0.000174,0
0.9976,0.0008087,0.0012865,9.16e-05,1e-07,0.000129,0
0.999,0.0001801,0.000128,0.0003273,6e-08,0.0002155,0
0.999,0.000471,2.74e-06,3.767e-05,3.6e-07,5.62e-05,0
1.0,6.12e-05,3.76e-06,9.346e-05,3e-07,8.01e-05,0
0.9995,0.0003011,2.3e-06,0.0003445,8e-07,0.0001183,0
1.0,8.124e-05,4.35e-06,8.875e-05,4e-07,9.876e-05,0
1.0,0.0002245,4.8e-06,4.43e-05,2.4e-07,7.8e-05,0
1.0,9.173e-05,7.3e-06,3.23e-05,6e-07,3.56e-05,0
0.9995,0.000632,4.4e-06,0.0001373,3.04e-06,6.837e-05,0
0.9956,0.003742,5.84e-06,0.0003004,9e-06,7.56e-05,0
0.9985,0.001169,4.1e-06,9.65e-05,3.1e-06,0.00010234,0
0.991,0.00866,4.4e-06,7.6e-05,4.23e-06,3.034e-05,0
0.997,0.003164,8.1e-06,7.75e-05,2.5e-06,1.19e-05,0
0.997,0.002546,1.8e-06,7.5e-05,2.3e-06,5.51e-05,0
0.9927,0.00736,5.3e-06,6.855e-05,3.8e-06,8.05e-06,0
0.9927,0.007656,2.9e-06,6.19e-05,3.2e-06,2.25e-05,0
0.994,0.005917,6.14e-06,0.0001768,2.74e-06,1.967e-05,0
0.9976,0.00221,3.04e-06,0.000205,4.05e-06,9.334e-05,0
0.995,0.003956,4.4e-06,0.0003898,5.1e-06,1.675e-05,0
0.997,0.002775,5.8e-06,0.0002292,1.6e-06,4.28e-05,0
0.997,0.002632,8.2e-06,0.0002792,3.6e-06,2.146e-05,0
0.9956,0.003952,2.85e-05,0.0001625,4e-07,3.49e-05,0
0.9976,0.001788,9.06e-05,0.0003445,2e-07,4.4e-05,0
0.999,0.000555,9.18e-05,0.0002692,3e-07,9.75e-05,0
0.9976,0.000516,0.00141,0.0001676,5e-07,0.0003853,0
0.983,0.000499,0.0161,0.0001268,9e-07,0.0001264,0
0.966,0.000471,0.03357,9.876e-05,1.13e-06,0.0002046,0
0.972,0.001027,0.02704,6.247e-05,5e-07,0.000133,0
0.989,0.009186,0.001849,1.85e-05,2e-07,0.0002568,0
0.9966,0.002512,0.0003767,4.56e-05,1e-07,0.000676,0
0.9937,0.006096,0.0002856,7.8e-06,2e-07,0.0002673,0
