class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.691,0.303,3e-06,1.174e-05,1.63e-05,0.005997,0
0.7856,0.2114,2.5e-06,4.405e-05,4.35e-06,0.00297,0
0.7656,0.2327,1.85e-06,1.54e-05,8.94e-06,0.001594,0
0.912,0.08405,1.2e-06,0.0001365,2.26e-06,0.00347,0
0.9604,0.03406,9.5e-07,0.0001171,1.9e-06,0.00544,0
0.9824,0.00795,8e-07,0.0001905,8.3e-07,0.008965,0
0.979,0.015,9e-07,0.0001487,1.55e-06,0.005394,0
0.9688,0.0278,9.5e-07,0.000177,1.67e-06,0.00297,0
0.9697,0.02579,1.2e-06,0.0008726,1.2e-06,0.003544,0
0.949,0.04654,1.2e-06,0.0005755,1.3e-06,0.00314,0
0.9766,0.02248,1.13e-06,0.000778,1.85e-06,0.0005617,0
0.947,0.05173,1.85e-06,0.001575,1.2e-06,0.0002658,0
0.7656,0.233,2.4e-06,0.0009203,1.55e-06,0.0005755,0
0.7617,0.2369,2.2e-06,0.0001706,3.9e-06,0.001051,0
0.7,0.2988,2.15e-06,0.000417,3.6e-06,0.0007195,0
0.7686,0.23,3.04e-06,0.001267,2.9e-06,0.00028,0
0.5596,0.4392,2.4e-06,0.000542,5.4e-06,0.001131,0
0.717,0.282,3.4e-06,0.000383,4.77e-06,0.0007353,0
0.8525,0.1284,1.55e-06,0.000885,3.93e-06,0.01788,0
0.8833,0.1139,3.8e-06,0.001077,4.1e-06,0.001906,0
0.8877,0.10516,5.84e-06,0.001991,3.1e-06,0.005657,0
0.7046,0.2925,9.7e-06,0.002111,1.44e-05,0.0009985,0
0.293,0.704,1.335e-05,0.002268,8.64e-06,0.0002286,1
0.5005,0.4963,7.59e-05,0.003279,7.1e-06,6.074e-05,0
0.6255,0.371,9.125e-05,0.002808,8.3e-06,0.0001925,0
0.935,0.0631,0.0001014,0.00185,1.47e-05,9.27e-05,0
0.509,0.4912,1.91e-05,0.0002131,2.6e-06,5.54e-05,0
0.68,0.3198,1.57e-05,2.83e-05,5.66e-06,4.69e-05,0
0.553,0.4465,1.246e-05,2.26e-05,5.25e-06,2.33e-05,0
0.8037,0.1962,1.085e-05,5.96e-06,7.7e-06,0.0001137,0
0.861,0.1377,5.07e-06,3.5e-06,1.526e-05,0.0013,0
0.9697,0.02547,5.4e-06,2.6e-06,1.02e-05,0.00483,0
0.5757,0.4243,9.4e-06,4.8e-06,7.3e-06,0.0001351,0
0.5195,0.4805,7.9e-06,5.9e-06,5.2e-06,0.000298,0
0.564,0.4355,1.025e-05,6.8e-06,5.66e-06,0.000246,0
0.4485,0.552,4.9e-06,1.41e-05,5.3e-06,0.0001673,1
0.372,0.628,8.46e-06,1.365e-05,5.84e-06,9.096e-05,1
0.5347,0.4644,5.7e-06,2.795e-05,6.6e-06,0.0008974,0
0.2908,0.7085,4.8e-06,1.52e-05,4.6e-06,0.0003114,1
0.505,0.4949,6.7e-06,2.015e-05,4.3e-06,0.0002165,0
