class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.999,8.1e-05,1.81e-05,0.0003157,1.05e-05,9.34e-05,0
0.998,4.834e-05,1.55e-05,0.001102,1.746e-05,0.0003753,0
0.9976,0.0002171,2.07e-05,0.002045,1.2e-05,0.00012124,0
0.9966,0.0004404,7.87e-06,0.002893,2.48e-05,0.0001626,0
0.9937,0.0004392,1.52e-05,0.005524,0.0002499,0.0001907,0
0.778,0.0002782,0.0001687,0.2213,5.02e-05,0.0004323,0
0.9766,0.004772,7.69e-05,0.0177,0.0002975,6.574e-05,0
0.9883,0.003414,1.69e-05,0.007072,0.000984,0.0002742,0
0.99,0.003431,5.25e-06,0.00458,0.00010294,0.001536,0
0.9966,0.001936,2.26e-06,0.0006905,5.88e-05,0.000308,0
0.996,0.001751,1.6e-06,0.000877,2.53e-05,0.001515,0
0.997,0.002054,2.1e-06,0.0004368,1.84e-05,0.0003111,0
0.998,0.000753,2.4e-06,0.000476,2.4e-06,0.000544,0
0.997,0.001832,1.85e-06,0.00052,1.1e-05,0.0004106,0
0.9976,0.0003755,2.3e-06,0.001916,2.86e-06,0.00056,0
0.997,0.0009074,2.74e-06,0.001997,1.97e-06,0.0001836,0
0.996,0.0009027,2.5e-06,0.0009007,2.7e-06,0.001917,0
0.9966,0.0001554,7e-07,0.0002366,2.366e-05,0.003088,0
0.9976,0.0004213,6.6e-07,0.00115,1.305e-05,0.001175,0
0.9766,9.99e-05,1.1e-06,0.00755,3.374e-05,0.0159,0
0.9985,0.0001912,3.6e-06,0.000967,9.41e-05,0.000346,0
0.998,4.864e-05,3.93e-06,0.001523,1.04e-05,0.00011986,0
0.999,3.89e-05,3.1e-06,0.000442,6.9e-06,7.933e-05,0
0.999,4.935e-05,2.74e-06,0.000322,3.93e-06,0.0001324,0
0.999,1.18e-05,3.46e-06,0.0001247,9.9e-06,0.0004964,0
1.0,4.95e-05,1.043e-05,0.000117,8.8e-06,5.305e-05,0
1.0,1.734e-05,2.22e-05,6.986e-05,6.3e-06,6.31e-05,0
1.0,7.53e-05,2.31e-05,8.96e-05,6.6e-07,3.57e-05,0
1.0,1.06e-05,3.403e-05,4.21e-05,4.35e-06,9.84e-05,0
1.0,1.82e-05,0.0001236,3.266e-05,3.04e-06,6.24e-05,0
0.999,6.35e-05,0.000531,5.263e-05,7.3e-06,2.87e-05,0
0.999,3.23e-05,8.89e-05,6.6e-06,9.257e-05,0.0002155,0
0.9917,1.71e-05,0.00813,0.0001618,5.555e-05,8.79e-05,0
0.999,1.127e-05,0.0002706,5.305e-05,3.314e-05,0.0002029,0
1.0,0.0001383,0.0002261,1.186e-05,5.686e-05,1.56e-05,0
0.999,4.1e-05,3.62e-05,0.000259,3.18e-05,7.284e-05,0
0.9956,0.00385,4.023e-05,0.0002354,1.57e-05,2.044e-05,0
0.998,0.0004058,7.06e-05,0.001564,1.997e-05,2.49e-05,0
0.989,0.00997,8e-06,0.0005403,5.1e-06,0.0001928,0
0.9937,0.00326,1.353e-05,0.003168,8.9e-06,4.2e-05,0
0.9995,0.00011957,5.6e-06,0.0003173,3.487e-05,5.335e-05,0
0.9995,3.564e-05,6.14e-06,0.0004897,2.76e-05,8.905e-05,0
0.9985,4.39e-05,9.4e-06,0.001467,1.967e-05,0.0002594,0
0.998,4.12e-05,4.5e-06,0.000888,0.0001259,0.000958,0
0.9976,2.01e-05,5.5e-06,0.0004926,0.00010866,0.001575,0
0.995,1.05e-05,4.05e-06,7.26e-05,6.56e-05,0.004402,0
0.997,1.05e-05,9.66e-06,3.02e-05,0.0003533,0.00232,0
0.993,3.1e-06,1.19e-05,8.25e-05,1.24e-05,0.00663,0
0.997,5.9e-06,1.705e-05,6.08e-05,1.955e-05,0.003056,0
0.999,7.03e-06,2.79e-05,1.42e-05,4.52e-05,0.001223,0
0.9995,2.19e-05,1.76e-05,6.13e-05,2.7e-06,0.000563,0
1.0,3.35e-05,1.24e-05,1.31e-05,2.56e-06,0.0002635,0
1.0,0.0001064,2.754e-05,1.067e-05,1.56e-05,4.804e-05,0
