class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.3528,5.335e-05,0.0006623,0.000547,0.0001116,0.646,5
0.743,0.000317,0.003387,0.01327,0.0001527,0.2394,0
0.7993,0.0007176,0.0003304,0.002647,8.71e-05,0.1967,0
0.3977,5.65e-05,0.0001242,0.0002162,2.8e-06,0.6016,5
0.1807,2.265e-05,9.06e-06,0.0005875,3.6e-06,0.819,5
0.558,1.74e-05,7.11e-05,0.0001175,3.8e-06,0.4414,0
0.4802,1.96e-05,4.756e-05,3.904e-05,1.24e-05,0.5195,5
0.855,1.144e-05,3.96e-05,2.19e-05,2.134e-05,0.145,0
0.699,3.237e-05,1.32e-05,2.68e-05,1.174e-05,0.3008,0
0.7607,3.55e-05,1.33e-05,2.956e-05,9.66e-06,0.2394,0
0.959,0.0002345,5.4e-05,2.694e-05,3.04e-06,0.04083,0
0.9604,3.01e-05,2.77e-05,8.34e-06,7.3e-06,0.03958,0
0.9683,9.51e-05,4.3e-06,2.754e-05,1e-06,0.0315,0
0.9946,0.0004702,3.7e-06,2.2e-06,1.85e-06,0.0051,0
0.967,0.000373,7.5e-06,4.5e-06,1.55e-06,0.0328,0
0.9893,0.002857,6.56e-06,5.4e-07,6.85e-06,0.007748,0
0.877,0.00113,8.34e-06,1.85e-06,4.9e-06,0.1215,0
0.639,0.002287,4e-06,1.67e-06,3.225e-05,0.3584,0
0.4841,0.0005407,4.23e-06,4.65e-06,4.9e-06,0.515,5
0.8955,0.000709,5.25e-06,6e-07,3.475e-05,0.1039,0
0.9517,0.0003867,5.6e-06,1e-06,1.23e-05,0.04813,0
0.9863,0.0007215,1.544e-05,6e-07,3.9e-06,0.01275,0
0.8716,0.000627,2.72e-05,1.6e-06,8.9e-06,0.128,0
0.9634,0.000402,4.66e-05,1.5e-06,2.44e-06,0.03613,0
0.929,0.001028,2.24e-05,5e-06,1.55e-06,0.0699,0
0.946,0.0009217,1.967e-05,3e-06,2.7e-06,0.053,0
0.9604,0.00407,0.0001158,5.36e-06,5.4e-07,0.0355,0
0.9893,0.002825,0.0001873,1.174e-05,2e-07,0.00754,0
0.986,0.003794,0.002268,3.18e-05,1e-07,0.007458,0
0.9746,0.001628,0.000885,9.185e-05,4e-07,0.02284,0
0.9185,0.001055,0.00065,4.99e-05,5.84e-06,0.07947,0
0.914,0.001639,0.0005326,0.0001587,1.25e-06,0.0835,0
0.852,0.00395,0.0001991,4.67e-05,3.4e-06,0.1434,0
0.576,0.0002393,0.001919,0.0003474,4.3e-06,0.421,0
0.352,0.00011855,0.0002017,3.374e-05,2.34e-05,0.648,5
0.436,1.79e-05,0.0006046,0.0005655,8.1e-06,0.5625,5
0.8564,5.35e-05,0.001511,1.204e-05,4.816e-05,0.1422,0
0.6772,1.305e-05,0.001021,0.0002004,1.264e-05,0.3213,0
0.9717,5.14e-05,0.00591,3.9e-06,0.00011116,0.02213,0
0.9736,7.76e-05,0.000723,4.05e-06,6e-06,0.02574,0
0.967,0.000736,0.001307,2.74e-06,6.2e-06,0.0314,0
0.937,0.0004084,0.0001792,4.8e-06,1.2e-06,0.06216,0
0.787,0.0002913,0.0001099,1.14e-05,1.25e-06,0.2128,0
0.718,0.0009055,1.12e-05,1.68e-05,8.3e-07,0.281,0
0.4077,0.001038,1.4e-05,1.276e-05,1.5e-06,0.5913,5
0.4697,0.0002618,1.05e-05,6.26e-06,3.04e-06,0.5303,5
0.07135,2.12e-05,1.3e-06,8.63e-05,3.8e-06,0.9287,5
0.538,0.0002277,1.16e-05,9.5e-06,4.6e-06,0.462,0
0.9487,0.0007505,2.694e-05,2.9e-06,7e-06,0.05048,0
0.8896,0.0001545,5.12e-05,7.45e-06,3.2e-06,0.11066,0
0.932,3.284e-05,0.0001398,6.85e-06,1.38e-05,0.06775,0
0.8613,0.0001097,0.00010645,9.7e-06,4.65e-06,0.1389,0
0.919,0.0002037,7.81e-05,8.94e-06,4.53e-06,0.08075,0
0.966,0.001752,0.0001276,9.8e-06,9e-06,0.03265,0
0.995,0.000177,6.247e-05,7.33e-06,3.2e-06,0.00444,0
0.996,0.0004113,2.47e-05,1.77e-05,2.4e-06,0.003418,0
0.991,0.0001599,1.377e-05,7.3e-06,4.95e-06,0.00853,0
