class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.1971,0.8003,0.003094,4.065e-05,3.6e-06,3.6e-06,1
0.1555,0.844,8.67e-05,8.3e-06,0.0001894,0.0003476,1
0.302,0.6846,0.01311,1.794e-05,5.245e-05,9.954e-05,1
0.04367,0.9546,0.001121,1.1e-05,0.000415,9.316e-05,1
0.08856,0.9087,0.002241,1.54e-05,3.61e-05,5.466e-05,1
0.831,0.1473,0.02103,5.156e-05,4.447e-05,0.000631,0
0.696,0.3015,0.001351,3.8e-06,0.001119,0.0002021,0
0.811,0.1664,0.013405,8.46e-06,0.00879,0.000748,0
0.666,0.1957,0.002995,4.6e-06,0.1323,0.00336,0
0.3298,0.4905,0.001434,6.2e-06,0.1776,0.0003664,1
0.1962,0.583,0.000967,9.1e-06,0.2192,0.0003772,1
0.2656,0.69,0.01011,5.8e-06,0.0339,0.0002742,1
0.132,0.8423,0.00498,5.07e-06,0.021,8.96e-05,1
0.1156,0.864,0.00501,2.26e-06,0.01593,9.483e-05,1
0.005333,0.765,0.2294,3.1e-06,0.0001037,4.2e-06,1
0.007492,0.872,0.12036,1.43e-06,0.0001329,3.64e-06,1
0.0004752,0.6997,0.2996,3.93e-06,0.0003333,2.4e-06,1
0.0002296,0.8247,0.1748,3.9e-06,0.0001652,2.15e-06,1
0.0002518,0.677,0.3223,4.53e-06,0.0003252,3.4e-06,1
0.0001497,0.412,0.588,1.96e-05,6.69e-05,2.44e-06,2
0.000144,0.1315,0.8677,8.76e-06,0.000858,2.2e-06,2
0.000163,0.1587,0.8374,2.927e-05,0.003828,2.6e-06,2
0.0001962,0.2744,0.725,1.04e-05,0.0007725,3e-06,2
0.0001507,0.2478,0.751,3.35e-05,0.000523,1.8e-06,2
0.0001333,0.1403,0.859,1.66e-05,0.000416,8.3e-07,2
0.0001826,0.2002,0.799,1.067e-05,0.0005817,4e-07,2
0.000511,0.2124,0.783,5.5e-06,0.003862,6.6e-07,2
0.005836,0.6084,0.3613,3.64e-06,0.0247,1.4e-06,1
0.00505,0.4604,0.5303,4.2e-06,0.004128,8e-07,2
0.01682,0.7417,0.2369,2.2e-06,0.004845,1.1e-06,1
0.00947,0.9526,0.0363,9e-07,0.001035,5.4e-07,1
0.009445,0.9277,0.0628,1.1e-06,0.0001506,1.2e-06,1
0.004375,0.9795,0.01599,5.4e-07,0.0003684,3.6e-07,1
0.001966,0.9224,0.07587,1e-06,0.0001001,1.13e-06,1
0.00805,0.9517,0.04025,9.5e-07,2.58e-05,2.15e-06,1
0.00402,0.882,0.11426,2.74e-06,1.95e-05,2.44e-06,1
0.001911,0.864,0.134,6.6e-06,5.4e-06,1.55e-06,1
0.0003216,0.6636,0.3362,3.177e-05,1.12e-05,1.25e-06,1
0.001202,0.5405,0.4587,1.03e-05,1.794e-05,1.8e-06,1
0.0006886,0.579,0.4202,2.587e-05,1.21e-05,1.2e-06,1
0.001122,0.3965,0.602,7.5e-06,5.09e-05,1.67e-06,2
0.0003543,0.4949,0.5044,7.9e-06,0.000186,2.1e-06,2
0.000371,0.3691,0.6304,8.64e-06,0.0001028,2.5e-06,2
0.0003114,0.5635,0.4355,8.94e-06,0.0006423,2e-06,1
0.0002036,0.4434,0.556,2.545e-05,7.206e-05,1.85e-06,2
0.0001874,0.6606,0.3374,1.055e-05,0.001931,4.9e-06,1
0.0005784,0.6973,0.301,4.1e-06,0.000676,1.9e-06,1
0.002918,0.4617,0.521,3.5e-06,0.014084,5.25e-06,2
0.0008063,0.7866,0.211,2.8e-06,0.0012455,3.2e-06,1
0.001648,0.3406,0.649,2.26e-06,0.00926,3.64e-06,2
0.003529,0.4485,0.5474,6e-06,0.0005803,1e-06,2
0.001302,0.3135,0.6846,7.6e-06,0.00067,6e-07,2
0.00956,0.5103,0.4792,3.2e-06,0.000846,1e-06,1
0.007614,0.493,0.4988,3.04e-06,0.000528,6e-07,2
0.05936,0.853,0.08215,2.15e-06,0.00568,1.97e-06,1
0.03046,0.717,0.2396,2.15e-06,0.01291,2.2e-06,1
0.003937,0.6924,0.2986,5.25e-06,0.005367,3.6e-06,1
0.07336,0.394,0.269,1.7e-06,0.2634,1.32e-05,1
0.014725,0.753,0.2235,1.6e-06,0.00917,1.097e-05,1
0.002337,0.6255,0.3691,2e-06,0.002964,9.5e-06,1
0.0003424,0.787,0.2118,3e-06,0.001077,1.067e-05,1
0.0002149,0.789,0.2091,6.1e-06,0.001072,4.72e-05,1
0.0002308,0.7524,0.2462,5.7e-06,0.0008006,1.58e-05,1
0.0006633,0.8105,0.188,3.4e-06,0.0003567,2.17e-05,1
0.0009756,0.9053,0.092,2.26e-06,0.001466,1.264e-05,1
0.001308,0.8306,0.1671,4.53e-06,0.0006394,1.09e-05,1
0.001726,0.783,0.215,6.4e-06,0.0004747,6.26e-06,1
0.0004246,0.8213,0.1776,6.3e-06,0.0002651,8.64e-06,1
0.0007815,0.882,0.11725,3.46e-06,0.000163,3.4e-06,1
0.0008683,0.853,0.146,7.75e-06,5.54e-05,2.7e-06,1
0.00064,0.9194,0.0797,7.3e-06,2.84e-05,3.3e-06,1
0.000887,0.91,0.0887,2.7e-06,0.00010186,2.74e-06,1
0.0004532,0.889,0.11,5.36e-06,6.25e-05,2.5e-06,1
0.0004096,0.939,0.0596,3.04e-06,0.000554,3e-06,1
0.0002923,0.7046,0.295,8.05e-06,8.04e-05,3.04e-06,1
0.0001788,0.889,0.1105,5.7e-06,6.38e-05,1.9e-06,1
0.0003893,0.7876,0.212,6.14e-06,7.6e-05,1.85e-06,1
0.0002197,0.609,0.3904,7.1e-06,0.0001013,2.8e-06,1
0.000422,0.6484,0.351,9.7e-06,5.186e-05,2.74e-06,1
0.0004172,0.3782,0.621,6.2e-06,0.0002184,4.05e-06,2
0.002842,0.2942,0.703,1.1e-05,5.2e-05,3.46e-06,2
0.001051,0.2507,0.748,8.94e-06,6.914e-05,3.04e-06,2
0.003136,0.1256,0.8716,1.23e-05,4.643e-05,3.2e-06,2
0.001704,0.01822,0.9795,1.097e-05,0.0001793,6.8e-06,2
0.01563,0.02484,0.96,1.246e-05,0.0001215,1.127e-05,2
0.0031,0.01372,0.983,5.6e-06,0.000351,3.6e-06,2
0.005325,0.00627,0.9883,3.7e-06,0.0002123,1.9e-06,2
0.005135,0.005207,0.989,2.68e-05,0.000626,2.2e-06,2
0.001368,0.01942,0.979,1.13e-05,0.0002323,1.4e-06,2
0.000524,0.2041,0.795,1.26e-05,0.0002339,3.34e-06,2
0.0003002,0.253,0.746,1.055e-05,0.0009174,2.8e-06,2
0.000684,0.1493,0.849,5.66e-06,0.001078,2.9e-06,2
0.0001364,0.2494,0.75,1.824e-05,0.0002458,2.2e-06,2
0.0004432,0.2908,0.7085,1.1e-05,0.0004134,1.55e-06,2
0.001337,0.5884,0.4106,8.8e-06,0.000137,1.1e-06,1
0.000512,0.531,0.4685,1.57e-05,7.737e-05,1.3e-06,1
0.000793,0.765,0.2333,8.05e-06,0.0012865,1.7e-06,1
0.001819,0.8936,0.1008,3.93e-06,0.003563,1.67e-06,1
0.003056,0.8374,0.1586,4.53e-06,0.0007257,1e-06,1
0.003572,0.6084,0.3865,5.84e-06,0.001859,2.26e-06,1
0.001026,0.456,0.542,1.353e-05,0.000746,1.7e-06,2
0.001578,0.4932,0.505,1.144e-05,8.875e-05,2.2e-06,2
0.00218,0.311,0.687,8.3e-06,0.0001963,2.1e-06,2
0.001228,0.592,0.4065,1.04e-05,0.000314,2.86e-06,1
0.0004785,0.7266,0.2725,1.19e-05,0.0001997,1.97e-06,1
0.0003445,0.767,0.233,2.104e-05,3.207e-05,2.7e-06,1
0.0002081,0.6855,0.3137,3.7e-05,3.666e-05,3.2e-06,1
0.0001712,0.6074,0.392,3.44e-05,6.77e-05,3.8e-06,1
0.000455,0.4307,0.5684,7e-06,0.0002393,8.2e-06,2
0.0003433,0.4126,0.5864,7.9e-06,0.0003703,1.144e-05,2
0.0006933,0.3145,0.684,3.76e-06,0.000523,2.3e-05,2
0.001645,0.5664,0.4292,1.9e-06,0.003103,1.65e-05,1
0.001902,0.6084,0.3865,1.7e-06,0.003416,1.895e-05,1
0.001467,0.552,0.4414,3.16e-06,0.005104,7.33e-06,1
0.0002744,0.753,0.2433,1.7e-06,0.003464,5e-06,1
0.007603,0.128,0.7935,6.14e-06,0.0707,3.04e-06,2
0.01026,0.11505,0.627,3.3e-06,0.2474,3.7e-06,2
0.06726,0.267,0.542,6.74e-06,0.12366,5.5e-06,2
0.02632,0.419,0.4792,4e-06,0.0757,8.7e-06,2
0.001613,0.3923,0.098,3.2e-06,0.508,1.764e-05,4
0.001747,0.0911,0.04944,9.5e-07,0.858,7.9e-06,4
0.006596,0.7974,0.04572,1.25e-06,0.1504,8.05e-06,1
0.01148,0.7656,0.07104,1.2e-06,0.1516,1.99e-05,1
0.013916,0.8354,0.0874,1.1e-06,0.0632,6.56e-06,1
0.03305,0.824,0.137,3.9e-06,0.00534,7.45e-06,1
0.02803,0.527,0.4243,3.1e-06,0.0208,6.44e-06,1
0.0198,0.721,0.1674,2.5e-06,0.0912,5.96e-06,1
