class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.982,0.01788,1.097e-05,6.39e-05,2.6e-06,7.57e-06,0
0.983,0.01697,1.246e-05,2.277e-05,3.5e-06,6.74e-06,0
0.995,0.004436,1.66e-05,2.66e-05,2.74e-06,6.14e-06,0
0.9976,0.002176,2.36e-05,6.247e-05,3.16e-06,4.2e-06,0
0.9995,0.0003421,2.176e-05,0.0003877,7e-07,1.997e-05,0
0.999,0.0002267,7.623e-05,0.000683,1.25e-06,8.2e-06,0
0.9956,6.73e-05,0.0006123,0.004192,1.2e-06,1.365e-05,0
0.997,2.61e-05,0.000763,0.002117,1.2e-06,3.374e-05,0
0.999,8.833e-05,3.13e-05,4.935e-05,6.8e-06,0.0002637,0
1.0,4.417e-05,9.97e-05,9.57e-05,4.53e-06,0.0001072,0
0.9995,8.64e-05,1.1e-05,2.42e-05,5.3e-06,0.0005016,0
0.9995,1.395e-05,5.466e-05,9.716e-05,3.7e-06,0.000542,0
0.999,3.36e-05,0.00011384,6.54e-05,5.7e-06,0.0002677,0
0.9985,6e-05,0.0003793,5.8e-05,1.43e-05,0.0005484,0
0.997,9.81e-05,0.0008245,2.384e-05,7.76e-05,0.001437,0
0.986,0.001943,0.006863,2.2e-05,0.0008044,0.00498,0
0.9985,0.000557,9.77e-05,4.65e-06,5.734e-05,0.0005813,0
0.998,0.001636,2.26e-05,1.9e-06,0.000323,5.525e-05,0
0.9995,0.0001732,1.41e-05,5.9e-06,7.61e-05,4.923e-05,0
0.999,0.0003707,2.82e-05,8.1e-06,0.00032,1.997e-05,0
1.0,0.0001314,1.84e-05,8.46e-06,6.71e-05,1.717e-05,0
1.0,0.0001072,8.87e-05,6.4e-06,7.313e-05,1.61e-05,0
1.0,7.445e-05,1.02e-05,1.38e-05,2.164e-05,4.226e-05,0
0.9995,0.000211,1.36e-05,3.5e-06,4.053e-05,1.8e-05,0
1.0,0.0001345,2.855e-05,8.5e-06,5.287e-05,2.044e-05,0
0.9995,3.8e-05,0.0002582,2.3e-05,5e-06,3.564e-05,0
1.0,3.4e-05,0.000128,4.613e-05,4.8e-06,5.084e-05,0
0.9995,1.08e-05,0.0001367,4.005e-05,3.3e-06,8.184e-05,0
1.0,1.45e-05,0.0001361,2.37e-05,3.04e-06,4.92e-05,0
0.9995,3.12e-05,8.64e-05,0.0002184,1.8e-06,2.295e-05,0
0.9995,5.203e-05,5.6e-05,0.0004096,1.43e-06,3.844e-05,0
0.9985,2.676e-05,0.000155,0.000875,7e-07,2.11e-05,0
0.9995,4.53e-05,0.000273,0.0002407,7e-07,1.556e-05,0
0.999,8.005e-05,0.0001749,0.0004964,1.2e-06,1.633e-05,0
0.9995,2.23e-05,0.0002475,8.52e-05,2.6e-06,3.37e-05,0
0.9995,6.02e-05,6.11e-05,0.0004435,1.55e-06,3.695e-05,0
1.0,7.97e-05,1.39e-05,3.386e-05,1.31e-05,3.39e-05,0
1.0,6.19e-05,5.66e-06,4.57e-05,6.26e-06,6.17e-05,0
1.0,0.0001253,5.4e-06,2.73e-05,1.55e-05,5.36e-05,0
0.9995,0.0001479,2.5e-06,9.83e-05,4e-06,0.0001471,0
0.9995,0.0001035,2.26e-06,0.0001816,4.5e-06,0.0001698,0
0.998,0.001609,1.6e-06,9.92e-05,4.53e-06,3.72e-05,0
0.9976,0.001937,2.44e-06,0.0001702,1.43e-06,8.43e-05,0
0.999,0.000514,1e-06,0.0003407,7e-07,0.0002687,0
0.999,0.0005517,9.5e-07,0.0001976,9.5e-07,0.0001705,0
0.9976,0.002424,8e-07,7.033e-05,3.7e-06,6.574e-05,0
0.998,0.001321,9.5e-07,5.48e-05,4.3e-06,0.00010014,0
0.9985,0.0008917,2.6e-06,0.000356,2.15e-06,3.2e-05,0
