class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.9927,0.00685,0.0001545,0.0001446,1.836e-05,0.00010824,0
0.9897,0.00983,0.0001719,0.000438,1.01e-05,0.0003111,0
0.9966,0.003565,4.09e-05,3.32e-05,2.7e-05,4.72e-05,0
0.992,0.00738,3.49e-05,0.0001704,2.766e-05,0.00011945,0
0.993,0.00582,1.86e-05,0.0002673,3.326e-05,0.0004253,0
0.901,0.0968,4.476e-05,0.001576,3.076e-05,0.0003815,0
0.94,0.05548,4.3e-05,0.000997,4.8e-05,0.003748,0
0.895,0.1026,5.776e-05,0.00109,0.000185,0.001046,0
0.8696,0.1166,1.31e-05,0.0001044,5.126e-05,0.0139,0
0.9517,0.0466,2.825e-05,0.0001033,0.0001756,0.0011635,0
0.9424,0.05756,4.864e-05,2.77e-05,3.76e-05,0.0003986,0
0.9795,0.01825,3.28e-05,3.64e-05,3.41e-05,0.002186,0
0.9907,0.00799,8.3e-06,0.0001562,4.3e-06,0.0007997,0
0.9937,0.005043,6.616e-05,0.0002111,1.395e-05,0.000979,0
0.99,0.008995,3.42e-05,5.573e-05,1.05e-05,0.000964,0
0.987,0.01243,6.94e-05,0.0001413,1.043e-05,0.000747,0
0.9634,0.03595,6.24e-05,7.236e-05,1.997e-05,0.0001161,0
0.9404,0.0594,4.107e-05,1.41e-05,1.657e-05,0.0002024,0
0.957,0.04254,5.513e-05,9.1e-06,4.625e-05,0.000298,0
0.945,0.05447,3.92e-05,2.3e-06,0.00010616,0.0005054,0
0.984,0.01128,6.2e-05,1.98e-05,7.33e-06,0.00459,0
0.6772,0.3218,8.56e-05,5.07e-06,8.05e-06,0.000936,0
0.812,0.1875,0.0001107,3e-06,1.24e-05,9.084e-05,0
0.833,0.1659,1.8e-05,4.5e-06,2.337e-05,0.001008,0
0.6987,0.3005,3.27e-05,3.76e-06,0.0001136,8.43e-05,0
0.802,0.1919,3.5e-05,1.25e-06,0.00601,0.0002801,0
0.9673,0.0322,3.463e-05,7e-07,0.0002851,0.0002435,0
0.976,0.01348,1.05e-05,3.77e-05,0.0002491,0.01037,0
0.981,0.01216,1.96e-05,4.47e-05,3.624e-05,0.006687,0
0.9976,0.000427,0.001104,5.317e-05,1.1e-06,0.001011,0
0.9976,0.001659,2.927e-05,0.0001184,1e-06,0.0006604,0
0.9985,0.001158,0.000422,3.14e-05,1.1e-06,4.554e-05,0
0.9927,0.00707,1.633e-05,2.93e-05,2.56e-06,0.0001988,0
0.9946,0.005142,2.295e-05,2.33e-05,2.2e-06,3.844e-05,0
0.998,0.001947,9.6e-06,2.605e-05,1.8e-06,0.0002309,0
0.991,0.00713,7.87e-06,0.0007057,1.55e-06,0.000817,0
0.9966,0.001317,3.64e-06,0.0017,8e-07,0.0004065,0
0.993,0.00467,5.2e-06,0.0015335,1.1e-06,0.000247,0
0.9976,0.001791,4.05e-06,0.0006824,1.1e-06,0.0002897,0
0.9976,0.001739,3.2e-06,0.0004327,1.9e-06,0.0001214,0
0.997,0.002575,2e-06,0.000423,2.26e-06,0.0002354,0
0.9976,0.001303,1.1e-06,0.00028,2.2e-06,0.000332,0
0.996,0.00331,1.2e-06,9.334e-05,1.85e-06,0.0003605,0
0.9976,0.0007143,1.55e-06,0.00011367,2.56e-06,0.00134,0
0.991,0.007996,1.43e-06,0.0001951,1.55e-06,0.0004346,0
0.9966,0.002298,1.186e-05,0.000925,1.21e-05,8.91e-05,0
0.985,0.01518,1.53e-05,0.0001657,6.7e-06,2.92e-05,0
0.9985,0.001452,4.6e-06,3.36e-05,7.75e-06,0.0001765,0
0.9985,0.001042,5.84e-06,2.605e-05,3.16e-06,0.000178,0
0.9995,0.0001959,3.3e-06,0.0001434,1.67e-06,0.0004714,0
0.998,0.001257,3.475e-05,3.04e-05,7e-07,6.026e-05,0
0.9766,0.0232,3.36e-05,0.00010246,1.97e-06,0.000419,0
0.957,0.0423,0.0001656,8.214e-05,1e-06,0.0008426,0
0.08026,0.8906,0.0002959,0.02864,3.6e-06,5.07e-06,1
0.0712,0.9272,0.0001378,0.00118,7.15e-06,3.2e-06,1
0.08154,0.917,9.85e-05,0.001508,2.2e-06,5.54e-06,1
0.2932,0.7026,8.15e-05,0.003685,1.6e-06,1.496e-05,1
0.588,0.4055,7.11e-05,0.006935,2e-06,1.67e-05,0
0.813,0.1864,4.965e-05,0.0003216,1.9e-06,6.7e-06,0
0.752,0.2471,6.04e-05,0.000705,2.9e-06,6.2e-06,0
0.808,0.191,5.907e-05,0.0004256,6e-06,4.7e-06,0
0.849,0.1493,3.18e-05,0.001642,4e-06,1.79e-05,0
0.3904,0.609,5.11e-05,0.0007377,4.35e-06,6.7e-06,1
0.582,0.4143,4.745e-05,0.003588,8.1e-06,0.0002123,0
0.99,0.008484,0.0001934,0.0002503,3.8e-06,0.00138,0
0.9126,0.082,2.58e-05,0.004982,1.9e-06,0.0002656,0
0.5215,0.4785,0.0003338,7.15e-06,7.29e-05,2.54e-05,0
0.609,0.3904,0.0001397,7.87e-06,6.9e-05,4.56e-05,0
0.532,0.467,0.0002854,7.4e-06,7.97e-05,0.00036,0
0.499,0.4868,0.01386,6.783e-05,1.884e-05,6.884e-05,0
0.3018,0.6963,0.000974,0.0001445,8.17e-06,0.0002491,1
0.5146,0.481,0.00398,0.0004096,1.067e-05,0.0001475,0
0.3904,0.6084,6.753e-05,0.0001582,2.16e-05,0.00103,1
0.767,0.2228,0.000344,0.0007906,3.57e-05,0.00916,0
0.698,0.2896,4.786e-05,0.0002854,6.12e-05,0.01148,0
0.8735,0.1243,0.0002525,0.0001763,1.12e-05,0.00136,0
0.644,0.3455,0.000176,0.0004163,9.3e-06,0.00984,0
0.7217,0.2766,2.8e-05,0.00059,3.21e-05,0.0009155,0
0.7905,0.2039,1.836e-05,0.00493,6e-06,0.0003512,0
0.879,0.1202,6.85e-06,0.0005627,3.34e-06,0.000372,0
0.957,0.0422,7.5e-06,0.001051,2e-06,0.0001389,0
0.9517,0.04727,4e-06,0.0006013,3.1e-06,0.0004058,0
0.977,0.02144,1.156e-05,0.000986,8e-07,5.007e-05,0
0.9907,0.00821,2.7e-06,0.000431,1e-06,0.0003119,0
0.9917,0.007416,5e-06,0.000853,9.5e-07,0.000272,0
0.992,0.00658,2.44e-06,0.000747,1.43e-06,0.000602,0
0.9854,0.01301,7.8e-06,0.000836,1.5e-06,0.0009212,0
0.983,0.01595,5e-06,0.001084,2.86e-06,7.18e-05,0
0.993,0.003593,0.003048,1.526e-05,2.71e-05,4.65e-06,0
0.9883,0.007866,0.00412,1.4e-05,0.0002052,1.264e-05,0
0.996,0.001859,0.00207,5.186e-05,6.205e-05,1.37e-05,0
0.996,0.0008173,0.002546,1.28e-05,8.75e-05,8.9e-06,0
0.997,0.0006833,0.001913,0.0002787,0.0001256,1.025e-05,0
0.991,0.008125,0.0004792,0.0002286,5.645e-05,1.276e-05,0
0.9897,0.008644,0.0002651,0.001215,1.3e-05,1.603e-05,0
0.977,0.02141,0.001002,7.43e-05,0.0001466,2.38e-05,0
0.9795,0.01933,0.0002522,0.0007744,1.895e-05,9.19e-05,0
0.908,0.0903,0.0005507,0.001039,1.52e-05,4.137e-05,0
0.995,0.004425,2.116e-05,9.435e-05,5.07e-06,0.0005608,0
0.787,0.2118,0.0003,0.0001857,4.65e-06,0.000388,0
0.882,0.11755,0.00011635,5.734e-05,6.604e-05,0.000292,0
0.9497,0.04974,6.974e-05,3.23e-05,1.03e-05,0.0007935,0
0.95,0.04858,9.53e-05,3.44e-05,1.454e-05,0.001345,0
0.978,0.0004067,0.0004935,0.003042,6.6e-06,0.01804,0
0.9907,0.0067,1.115e-05,0.002207,5.36e-06,0.0003436,0
0.824,0.01505,6.57e-05,0.1602,5.7e-06,8.47e-05,0
0.5684,0.0509,0.001055,0.3794,7e-07,1.46e-05,0
0.2361,0.001478,0.000455,0.7617,2e-07,1.39e-05,3
0.1827,0.02327,0.0001531,0.794,1e-07,3.49e-05,3
0.4526,0.011986,3.594e-05,0.535,1e-07,0.000157,3
0.883,0.0819,1.556e-05,0.03522,2e-07,0.0002542,0
0.9424,0.01837,0.0001898,0.03864,6e-08,7.08e-05,0
0.9834,0.00753,0.0002584,0.008865,0.0,0.0001804,0
0.5347,0.4563,0.006153,0.002996,1e-07,0.0003068,0
0.799,0.1996,0.000845,0.0002916,1e-07,0.000189,0
0.3901,0.6094,0.0001096,0.0002257,2e-07,4.4e-05,1
0.5674,0.4268,3.64e-06,1.1e-05,2.44e-06,0.00542,0
0.569,0.4294,5.2e-06,3.344e-05,9.5e-07,0.001642,0
0.3572,0.6367,4.77e-06,5.07e-05,1.55e-06,0.005787,1
0.362,0.638,1.055e-05,2.97e-05,8.3e-07,0.00010395,1
0.3691,0.6304,1.687e-05,1.717e-05,9.5e-07,6.443e-05,1
0.309,0.6914,1.085e-05,3.767e-05,1.2e-06,5.09e-05,1
0.2228,0.7773,8.5e-06,1.85e-05,1.1e-06,2.2e-05,1
0.4443,0.555,5.54e-06,4.6e-05,2.15e-06,0.00010324,1
0.936,0.0634,5.36e-06,5.764e-05,1.6e-06,0.0006065,0
0.3071,0.691,8.94e-06,0.0003238,6.8e-06,0.0013075,1
0.753,0.2466,5.484e-05,7.56e-05,2.85e-05,0.0004833,0
0.8394,0.1581,3.26e-05,0.000596,2.277e-05,0.002222,0
0.7324,0.2664,7.147e-05,0.0002267,1.23e-05,0.0009055,0
0.8877,0.106,3.8e-06,7.44e-05,4.375e-05,0.006542,0
0.663,0.1565,4.05e-06,1.64e-05,0.0007877,0.1802,0
0.3076,0.6904,5.07e-06,2.736e-05,4.63e-05,0.001912,1
0.1757,0.823,8.17e-06,8.863e-05,1.62e-05,0.0008197,1
0.2886,0.7114,4.23e-05,1.67e-06,2.015e-05,1.425e-05,1
0.4407,0.559,1.23e-05,1.2e-06,2.2e-05,0.0001571,1
0.566,0.434,6.85e-06,3.16e-06,3.18e-05,0.0001634,0
0.7944,0.2048,5.07e-06,1.5e-06,6.84e-05,0.000561,0
0.887,0.1117,8.6e-06,6e-07,0.0006766,0.0004635,0
0.7417,0.2568,1.18e-05,8e-07,0.0005813,0.000572,0
0.9546,0.034,7.6e-06,1.13e-06,0.009834,0.001683,0
0.9756,0.005524,1.37e-05,3.76e-06,0.010925,0.008095,0
0.95,0.003998,1.615e-05,3.7e-06,0.0447,0.000998,0
0.8647,0.1309,8.75e-05,3.374e-05,0.004047,0.0002341,0
0.9067,0.0729,4.25e-05,1.204e-05,0.01968,0.000488,0
0.964,0.0321,2.325e-05,8.64e-06,0.001574,0.001902,0
0.9365,0.0517,3.403e-05,1.09e-05,0.00879,0.002913,0
0.857,0.1412,0.00012076,6.3e-06,0.00131,0.0004983,0
0.7866,0.11383,3.69e-05,1.6e-05,0.004818,0.0948,0
0.878,0.0804,6.47e-05,3.19e-05,0.001284,0.0408,0
0.636,0.2803,5.29e-05,9.4e-06,0.003548,0.07996,0
0.9424,0.04803,5.54e-06,1.264e-05,7.34e-05,0.00949,0
0.872,0.0865,6.26e-06,2.21e-05,0.000988,0.04044,0
0.854,0.1231,5.25e-06,2.75e-05,0.000432,0.02211,0
0.9473,0.0006104,2.15e-05,3e-06,0.02507,0.02672,0
0.4688,0.5273,2.784e-05,1.4e-06,0.00339,0.0002412,1
0.824,0.0556,0.00011253,1e-06,0.1201,0.0002537,0
0.584,0.0408,0.0008073,6e-07,0.374,0.000246,0
0.9736,0.00204,0.000309,8.3e-07,0.01978,0.00463,0
0.982,0.00925,0.0001077,2.4e-07,0.00602,0.002674,0
0.9917,0.001541,1.81e-05,3.6e-07,0.002613,0.003647,0
0.89,0.1071,4.405e-05,3.6e-07,0.002407,0.000823,0
0.9688,0.02837,1.26e-05,1.43e-06,4.94e-05,0.002848,0
0.9863,0.01082,1.07e-05,2.7e-06,0.000177,0.00284,0
0.9917,0.00338,3.2e-06,2.956e-05,4.07e-05,0.00457,0
0.9873,0.01095,3.7e-06,2.456e-05,7.9e-06,0.001879,0
0.998,0.0007915,1.11e-05,2.044e-05,7.4e-06,0.001088,0
0.996,0.003145,0.0004206,5.54e-06,2.01e-05,0.0004172,0
0.9985,0.001202,0.0003817,9.9e-06,3.93e-06,0.0001949,0
0.997,0.001728,0.0002348,1.26e-05,1.144e-05,0.0004964,0
0.9976,0.001627,0.0007524,4.5e-06,1.955e-05,2.3e-05,0
0.997,0.002745,4.894e-05,4.1e-06,0.0003028,5.86e-05,0
0.9976,0.00229,6.64e-05,1.04e-05,0.0003188,7.874e-05,0
0.998,0.001613,2.044e-05,8.05e-06,0.00048,0.000193,0
0.9966,0.001541,3.725e-05,5.07e-06,0.00104,0.0002656,0
0.998,0.001368,5.376e-05,3.93e-06,0.000408,0.0001351,0
0.9976,0.00226,3.666e-05,1.526e-05,2.56e-05,9.716e-05,0
0.992,0.007572,3.564e-05,1.56e-05,3e-06,8.976e-05,0
0.994,0.0055,4.78e-05,6.735e-05,1.3e-06,9.13e-05,0
0.993,0.00656,1.66e-05,2.16e-05,9.3e-06,5.686e-05,0
0.998,0.001875,2.694e-05,1.92e-05,8.94e-06,4.256e-05,0
0.999,0.0004342,0.00010383,1.574e-05,9.24e-06,3.55e-05,0
0.9985,0.0014925,5.734e-05,1.68e-05,1.115e-05,3.487e-05,0
0.998,0.001935,3.3e-05,6.855e-05,2.164e-05,3.403e-05,0
0.9966,0.003036,8.9e-06,2.617e-05,9.83e-06,2.88e-05,0
0.995,0.004383,4e-06,0.00011694,7.45e-06,4.953e-05,0
0.977,0.0227,2.104e-05,3.964e-05,3.666e-05,4.76e-05,0
0.991,0.00831,8.05e-06,1.86e-05,1.88e-05,0.0002295,0
0.991,0.00832,6e-06,8.46e-06,3.79e-05,5.955e-05,0
0.9727,0.02722,1.46e-05,1.04e-05,0.0001713,4.23e-05,0
0.9507,0.04874,3.666e-05,9.2e-06,0.00039,1.87e-05,0
0.922,0.07806,4.596e-05,1.645e-05,0.000506,1.66e-05,0
0.9873,0.01266,1.08e-05,3.153e-05,0.00011426,4.79e-05,0
