class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.2878,0.000169,8.3e-06,9e-07,1.913e-05,0.7124,5
0.329,0.000614,8.1e-06,1.5e-06,1.043e-05,0.67,5
0.2925,0.0002542,3.5e-06,1.6e-06,1.39e-05,0.707,5
0.2391,0.0004528,1.3e-06,2e-06,1.98e-05,0.7603,5
0.0513,8e-06,4e-07,4.11e-05,4.77e-06,0.9487,5
0.1813,4.184e-05,1.43e-06,1.11e-05,1.24e-05,0.819,5
0.126,1.71e-05,1.3e-06,1.68e-05,9.95e-06,0.874,5
0.01839,4.6e-06,3.6e-07,3.28e-05,7.15e-06,0.9814,5
0.0372,9.54e-06,3.6e-07,2.09e-05,1.127e-05,0.963,5
0.03903,1.55e-05,5e-07,3.76e-06,3.314e-05,0.961,5
0.02104,1.603e-05,4e-07,6.14e-06,6.93e-05,0.979,5
0.002335,5.84e-06,5.4e-07,3.04e-06,0.0001674,0.997,5
0.008545,7.03e-06,9e-07,3.4e-06,4.72e-05,0.9917,5
0.004272,1.15e-05,4e-07,3.34e-06,4.98e-05,0.996,5
0.0126,4.44e-05,8e-07,3.76e-06,0.0001518,0.9873,5
0.0112,3.27e-05,2.4e-07,1.9e-06,0.000417,0.9883,5
0.02463,7.695e-05,4e-07,1e-06,0.0004103,0.9746,5
0.05048,0.0002352,3e-07,1.2e-06,0.000316,0.949,5
0.04327,0.0005774,6.6e-07,6.6e-07,0.0002573,0.956,5
0.1288,0.0001101,4e-07,1.97e-06,0.001423,0.8696,5
0.08966,6.384e-05,6.6e-07,2.1e-06,0.000774,0.909,5
0.091,2.23e-05,5e-07,3.3e-06,0.0003574,0.908,5
0.5225,6.41e-05,1.25e-06,2.6e-06,0.000712,0.4773,0
0.458,1.68e-05,1.2e-06,3.684e-05,1.794e-05,0.5415,5
0.898,0.001062,2.74e-06,4.9e-06,3.8e-06,0.10095,0
0.9146,0.0002544,6.7e-06,7.15e-06,2.4e-06,0.08527,0
0.9927,0.000569,1.323e-05,2.44e-06,1.9e-06,0.00641,0
0.979,0.0001638,8.5e-05,2.4e-06,5.5e-06,0.02084,0
0.908,0.0009203,8.7e-06,5.1e-06,1.824e-05,0.09045,0
0.9893,0.004204,0.00010157,1.25e-06,7.75e-06,0.00668,0
0.991,0.00146,0.0001993,8e-07,8.94e-06,0.007206,0
0.9185,0.000573,0.0006533,9e-07,0.0002873,0.0804,0
0.9277,0.002533,1.25e-06,1.5e-06,0.0002537,0.0697,0
0.9233,0.0001694,1.67e-06,6.5e-06,0.0175,0.05878,0
0.12244,9.48e-05,7e-07,2.956e-05,0.0002563,0.877,5
0.1208,3.49e-05,4e-07,2.02e-05,3.81e-05,0.879,5
0.0716,4.077e-05,3e-07,7.8e-06,7.856e-05,0.9287,5
0.06305,1.246e-05,6e-07,3e-06,0.000143,0.937,5
0.2186,4.3e-05,4.5e-06,3.2e-06,0.0001482,0.7812,5
0.3372,2.76e-05,3.9e-06,5.25e-06,8.434e-05,0.6626,5
0.371,1.7e-05,5.1e-06,9.95e-06,0.0001832,0.6284,5
0.137,3.31e-05,8e-07,5.7e-06,0.0001686,0.8623,5
0.2261,4.2e-06,2e-06,3.606e-05,6.163e-05,0.7734,5
0.4253,7.8e-06,1.9e-06,3.52e-05,0.00011283,0.5747,5
0.498,4.95e-06,2.3e-06,4.95e-05,0.0001108,0.502,5
0.591,3.64e-06,3.34e-06,7.08e-05,0.0002296,0.4092,0
0.711,1.18e-05,5.4e-06,1.657e-05,0.0154,0.274,0
0.8696,3.797e-05,4.95e-06,1.454e-05,0.08936,0.04074,0
0.8857,0.0004454,7e-07,2.9e-06,0.007694,0.1062,0
0.936,0.000145,1.2e-06,2.7e-06,0.00837,0.05545,0
0.9067,2.486e-05,2e-06,6.1e-06,0.004856,0.0882,0
0.57,0.0001264,1.55e-06,2.6e-06,0.003696,0.4268,0
0.4055,3.22e-05,2.1e-06,7.15e-06,0.00447,0.5903,5
0.55,3.69e-05,4.7e-06,3.6e-06,0.000657,0.449,0
0.1614,5.2e-06,2.56e-06,8.5e-06,2.89e-05,0.839,5
0.363,3.15e-05,1.25e-06,3.16e-06,0.0001089,0.6367,5
0.1192,7.7e-06,6.6e-07,3.47e-05,1.22e-05,0.8804,5
0.2069,4.99e-05,3.6e-07,3.27e-05,1.013e-05,0.7935,5
0.1667,1.44e-05,3e-07,0.0001099,2.5e-05,0.8335,5
0.1671,9.14e-05,3e-07,0.00010216,1.925e-05,0.8325,5
0.328,0.001391,2.4e-07,6.294e-05,4.864e-05,0.6704,5
0.2009,0.0008745,2.4e-07,0.0001862,1.58e-05,0.798,5
0.4338,0.0003998,3.6e-07,0.0002191,5.406e-05,0.566,5
0.2173,0.0002348,2.4e-07,0.0001451,6.42e-05,0.7827,5
0.3586,5.335e-05,4e-07,4.786e-05,4.494e-05,0.6416,5
0.2288,3.19e-05,3e-07,6.2e-05,8.08e-05,0.7705,5
0.383,3.356e-05,6e-07,3.62e-05,9.29e-05,0.6167,5
0.409,3.92e-05,6e-07,2.044e-05,0.0006933,0.5903,5
0.5015,6.82e-05,6.6e-07,6.26e-06,0.000509,0.4976,0
0.3933,0.0002885,5.4e-07,2.8e-06,0.000307,0.6064,5
0.5054,0.0001982,6e-07,3.93e-06,0.000333,0.4937,0
0.2122,0.0002468,3.6e-07,5e-06,0.0002006,0.7876,5
0.368,0.000899,5e-07,2.86e-06,0.0003138,0.631,5
0.5103,0.0005,7e-07,3.64e-06,0.0004396,0.489,0
0.408,0.006584,1.5e-06,2.26e-06,0.001624,0.584,5
0.7705,0.01343,4.53e-06,1.8e-06,0.000427,0.2161,0
0.511,0.002487,2.44e-06,1.67e-06,0.0003548,0.486,0
0.2202,0.004074,1.55e-06,2.4e-06,0.0005937,0.775,5
0.229,0.002232,5.54e-06,2.44e-06,0.006035,0.7627,5
0.2399,0.00010663,2.44e-06,1.08e-05,0.000722,0.7593,5
0.423,6.956e-05,8.4e-06,1.353e-05,0.001268,0.576,5
0.214,1.15e-05,3.5e-06,7.57e-06,0.000307,0.7856,5
0.1783,9.4e-06,5.6e-06,1.25e-05,0.0001601,0.8213,5
0.3318,1.043e-05,9.9e-06,2e-05,0.0002159,0.6675,5
0.2546,1.055e-05,1.67e-05,1.72e-05,0.0005174,0.745,5
0.1376,1.866e-05,1.5e-06,1.79e-05,8.225e-05,0.8623,5
0.01942,1.27e-05,6.6e-07,4.8e-06,0.0001504,0.9805,5
0.04434,8.76e-06,6.6e-07,3.67e-05,5.93e-05,0.9556,5
0.02997,2.84e-05,4e-07,9.5e-06,0.0002183,0.9697,5
0.01987,2.06e-05,2e-07,6.8e-06,6.443e-05,0.9805,5
0.07367,2.5e-05,1e-07,2.193e-05,0.0001348,0.926,5
0.068,0.0001258,1e-07,1.3e-05,0.0001543,0.9316,5
0.8037,8.875e-05,3.6e-07,2.8e-05,0.0001744,0.1963,0
0.3147,2.26e-05,3e-07,0.0001129,0.0001678,0.685,5
0.564,5.5e-05,3.6e-07,4.816e-05,0.000218,0.4358,0
0.623,0.0001342,6.6e-07,1.44e-05,0.000169,0.3765,0
0.9863,0.0009704,3e-07,8.94e-06,5.93e-05,0.012276,0
0.992,0.0007668,3.6e-07,7.75e-06,3.75e-05,0.00681,0
0.9814,0.00141,4e-07,3.7e-06,7.015e-05,0.01746,0
0.9844,0.004692,5e-07,1.16e-05,3.105e-05,0.010796,0
0.64,0.0188,2.7e-06,7.45e-06,4.33e-05,0.3413,0
0.753,0.007965,4.35e-06,9.24e-06,1.484e-05,0.2391,0
0.133,0.01302,2.05e-05,3.76e-05,6.56e-06,0.854,5
0.04892,0.0003424,1.5e-06,7.486e-05,2.44e-06,0.9507,5
0.1671,0.001414,0.0007515,0.0001621,3.9e-06,0.83,5
0.1537,0.002165,2.79e-05,0.0003328,3.76e-06,0.8438,5
0.12476,0.002056,2.277e-05,0.000421,1.4e-06,0.8726,5
0.04388,1.08e-05,8.3e-07,0.0001382,1.9e-06,0.956,5
0.1863,9.95e-05,1.8e-06,0.000988,2.5e-06,0.8125,5
0.07446,4.6e-06,3.6e-07,0.0001435,1.425e-05,0.926,5
0.02768,5.4e-07,1.5e-06,7.725e-05,1.64e-05,0.972,5
0.2213,8.1e-06,9e-07,1.013e-05,0.0001875,0.779,5
0.1956,6.6e-06,1e-06,1.54e-05,5.72e-05,0.804,5
0.3645,7.6e-06,1.305e-05,1.11e-05,0.000635,0.635,5
0.0914,4.3e-06,1e-06,5.8e-06,9.286e-05,0.908,5
