class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.598,0.3975,0.000837,3.17e-05,0.00327,3.07e-05,0
0.923,0.0724,0.002022,6.59e-05,0.002777,1.02e-05,0
0.9824,0.00867,0.00781,0.0001857,0.000847,1.55e-06,0
0.9517,0.00907,0.03757,0.0001915,0.00182,6.6e-07,0
0.8726,0.001796,0.05792,0.00010234,0.0673,2.7e-06,0
0.2568,0.001081,0.741,0.0003648,0.000961,3e-07,2
0.03458,9.16e-05,0.965,0.00011766,0.0004158,2e-07,2
0.02928,0.0001872,0.9697,0.000784,0.000369,6e-08,2
0.0171,7.95e-05,0.977,0.006348,4.685e-05,1e-07,2
0.02315,7.31e-05,0.974,0.002607,0.0001445,1e-07,2
0.0304,0.0002139,0.961,0.00843,0.0002506,1e-07,2
0.00897,0.0009055,0.985,0.005013,1.585e-05,6e-08,2
0.02681,0.003456,0.893,0.07666,2.64e-05,1e-07,2
0.051,0.0003552,0.878,0.07056,5.203e-05,3e-07,2
0.10864,0.001036,0.7295,0.1603,1.1e-05,2.4e-07,2
0.338,0.002913,0.3652,0.2937,1.484e-05,4e-07,2
0.3372,0.03204,0.2428,0.388,5.3e-06,5.4e-07,3
0.6367,0.003471,0.3071,0.05276,7.45e-06,9e-07,0
0.8496,0.000672,0.1412,0.008415,1.43e-06,1.43e-06,0
0.4084,0.04727,0.5264,0.0178,1.43e-06,1.2e-06,2
0.5244,0.03894,0.3896,0.04654,2.1e-06,1.55e-05,0
0.8564,0.01254,0.1237,0.00691,2.44e-06,8.7e-06,0
0.265,0.5903,0.1438,0.001034,9.7e-06,6.1e-06,1
0.287,0.7036,0.00941,4.28e-05,1.913e-05,5.36e-06,1
0.1991,0.7944,0.006012,4.87e-05,3.43e-05,2.77e-05,1
0.1564,0.8423,0.001597,1.76e-05,0.0001838,1.09e-05,1
0.0298,0.963,0.00757,5.72e-05,2.78e-05,6.7e-06,1
0.03308,0.9624,0.004284,2.4e-05,5.57e-05,8.6e-06,1
0.05756,0.9414,0.000815,1.484e-05,2.635e-05,1.144e-05,1
0.05722,0.9424,0.0002687,9.1e-06,1.36e-05,2.027e-05,1
0.00782,0.991,0.0007825,1.05e-05,3.326e-05,1.9e-06,1
0.0328,0.967,0.000567,1.01e-05,4.42e-05,3.2e-06,1
0.007725,0.991,0.001174,1.78e-05,1.32e-05,1.13e-06,1
0.02686,0.971,0.002346,1.54e-05,1.51e-05,2.2e-06,1
