class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.983,0.000758,0.000577,0.01595,2.5e-06,1.95e-05,0
0.953,0.000333,0.002562,0.04398,1.6e-06,1.86e-05,0
0.9805,0.001957,0.001494,0.01582,1.13e-06,1.54e-05,0
0.827,0.0001845,0.003117,0.1688,1.1e-06,0.0002851,0
0.9595,0.0001835,5.77e-05,0.03894,2.86e-06,0.001322,0
0.713,0.0002191,4.2e-05,0.2869,5.07e-06,0.0001011,0
0.8994,0.0001159,1.514e-05,0.10016,2.3e-06,0.000214,0
0.974,0.0001118,1.97e-05,0.02571,1.3e-06,0.0001262,0
0.9478,0.0001086,1.4e-05,0.05212,1.13e-06,0.000127,0
0.934,0.00022,1.21e-05,0.0654,5.36e-06,0.0001934,0
0.9155,0.0002373,5.025e-05,0.084,7e-07,4.11e-05,0
0.967,0.0001186,0.00012165,0.03308,4e-07,1.9e-05,0
0.902,9.3e-05,0.00010604,0.0977,5e-07,2.2e-05,0
0.8975,9.453e-05,0.0003052,0.1025,3.6e-07,1.264e-05,0
0.747,0.000641,0.0002902,0.2522,4e-07,1.34e-05,0
0.9766,0.0001572,0.0004685,0.02283,1e-06,3.5e-06,0
0.97,8.45e-05,0.0003016,0.02982,1.55e-06,3.4e-06,0
0.919,9.13e-05,0.0001314,0.0808,1.5e-06,8.3e-06,0
0.887,7.07e-05,0.0002637,0.1123,2e-06,7.33e-06,0
0.711,0.0002004,0.0001969,0.2883,1.43e-06,8.7e-06,0
0.602,2.867e-05,0.0001317,0.398,2.9e-06,5.823e-05,0
0.9443,2.04e-05,0.000433,0.05508,2.56e-06,1.06e-05,0
0.972,1.323e-05,0.0009623,0.02678,2e-06,6.8e-06,0
0.961,9.6e-06,0.000424,0.0389,3.7e-06,1.425e-05,0
0.9805,8.2e-06,0.001284,0.01817,2.4e-06,7.5e-06,0
0.98,4.4e-06,0.003225,0.01646,3.7e-06,1.04e-05,0
0.991,3.386e-05,7.29e-05,0.00853,5.54e-06,2.87e-05,0
0.9897,1.645e-05,0.0001262,0.01034,6.74e-06,3.77e-05,0
0.9873,4.345e-05,5.25e-05,0.01231,4.05e-06,5.835e-05,0
0.967,0.0001442,8.64e-05,0.03314,5.96e-06,7.963e-05,0
0.9946,0.003647,2.95e-05,0.001192,1.58e-05,9.9e-06,0
0.4646,0.0006022,0.0002409,0.5347,3.29e-05,0.00010425,3
0.573,0.001768,0.000341,0.4243,1.64e-05,2.474e-05,0
0.8926,0.0001182,0.00955,0.09766,2.927e-05,9.5e-06,0
0.9624,3.886e-05,0.007244,0.03058,1.61e-05,4.95e-06,0
0.957,1.71e-05,0.02933,0.013054,8.54e-05,8.17e-06,0
0.9365,1.99e-05,0.007015,0.05655,1.62e-05,1.04e-05,0
0.9575,1.37e-05,0.0202,0.0222,3.4e-05,1.1e-05,0
0.934,2.31e-05,0.004974,0.06076,8.9e-06,6.8e-06,0
0.952,2.67e-05,0.03745,0.010506,3.74e-05,7.75e-06,0
0.927,2.784e-05,0.005207,0.0677,1.42e-05,9.54e-06,0
0.967,1.01e-05,0.002817,0.03041,1.9e-05,1.484e-05,0
0.8726,2.11e-05,0.03207,0.0956,1.055e-05,1.216e-05,0
0.7393,0.000381,0.0002347,0.2598,0.00010175,7.19e-05,0
0.926,0.0002227,4.95e-06,0.07135,4.77e-06,0.002934,0
0.9194,0.000312,4e-06,0.0773,5.25e-06,0.002869,0
0.808,0.000311,6.8e-06,0.1864,3.6e-06,0.005093,0
0.9204,0.001608,1.02e-05,0.076,7.4e-06,0.001729,0
0.6313,0.001533,0.001042,0.3662,4.19e-05,5.6e-06,0
0.719,0.000224,0.003086,0.2773,7.8e-06,2.1e-06,0
0.878,0.0003512,0.003231,0.11816,1.067e-05,1.3e-06,0
0.731,0.000385,0.001516,0.2668,4.6e-06,1.97e-06,0
0.8345,0.000498,0.001349,0.164,1.144e-05,2.15e-06,0
0.694,0.0001743,0.0005326,0.3057,7.33e-06,4.3e-06,0
0.8804,0.00011456,0.002367,0.1171,1.496e-05,1.85e-06,0
0.5903,5.746e-05,0.00521,0.4045,1.633e-05,3.04e-06,0
0.678,8.11e-05,0.00624,0.3154,1.69e-05,3.3e-06,0
0.4893,0.0001035,0.006107,0.505,3.06e-05,4.65e-06,3
0.807,0.00185,0.1869,0.00435,0.0001761,3.64e-06,0
0.828,0.0002409,0.1473,0.02386,8.404e-05,1.67e-06,0
0.4768,0.0002183,0.493,0.02986,5.39e-05,1.97e-06,2
0.5947,0.000707,0.3894,0.01488,1.2e-05,1e-06,0
0.8286,6.807e-05,0.1488,0.02303,9.83e-06,3e-06,0
0.742,5.24e-05,0.00628,0.2515,2.44e-06,3.8e-06,0
0.726,0.0001072,0.03625,0.238,7.75e-06,3.9e-06,0
0.794,0.0001161,0.005005,0.2012,3.34e-06,3.46e-06,0
0.632,0.0002885,0.00895,0.3586,7.75e-06,3.2e-06,0
0.613,0.000865,0.005653,0.3806,4.05e-06,3.34e-06,0
0.9844,3.66e-05,0.0004632,0.0152,1.967e-05,1.234e-05,0
0.9834,4.035e-05,0.0002642,0.0164,3.02e-05,1.35e-05,0
0.9697,2.17e-05,0.002428,0.02844,2.646e-05,1.425e-05,0
0.842,0.0001059,0.0008264,0.1572,1.88e-05,3.31e-05,0
0.8735,0.0002797,1.824e-05,0.12463,3.8e-06,0.001515,0
0.9683,0.0006237,3.04e-06,0.0247,3.4e-06,0.006565,0
0.9663,0.0003004,7.2e-06,0.02983,4.5e-06,0.003149,0
0.888,0.000102,1.04e-05,0.1008,4.95e-06,0.01108,0
0.926,0.0001031,1.71e-05,0.0714,2.8e-06,0.00232,0
0.7847,6.646e-05,5.33e-05,0.2136,2.86e-06,0.001458,0
0.721,5.72e-05,0.003328,0.2756,6.8e-06,2.93e-05,0
0.869,6.115e-05,0.0066,0.124,3e-06,1.7e-05,0
0.963,7.18e-05,0.002335,0.03445,8.6e-06,2.88e-05,0
0.9277,6.27e-05,0.000439,0.07135,2.1e-06,2.66e-05,0
0.956,4.9e-05,0.00191,0.04242,5.54e-06,2.03e-05,0
0.935,5.39e-05,0.001113,0.0638,1.4e-06,1.764e-05,0
0.947,7.814e-05,0.000931,0.0525,4.95e-06,1.73e-05,0
0.962,8.804e-05,0.000906,0.03696,3.5e-06,1.63e-05,0
0.9204,5.8e-05,0.001036,0.07855,4.35e-06,7.534e-05,0
0.8506,0.0001802,3.19e-05,0.1489,1.25e-06,6.133e-05,0
0.9795,2.16e-05,0.0001353,0.02025,8.3e-06,0.00010216,0
0.986,0.0002278,4.315e-05,0.01362,9.54e-06,1.27e-05,0
0.9927,0.0001905,8.93e-05,0.006577,1.61e-05,7.15e-06,0
0.9956,0.0003598,0.0001265,0.0038,1.454e-05,3.34e-06,0
0.9854,0.0001411,0.000279,0.01407,7.03e-06,4.35e-06,0
0.993,0.00011855,0.0004303,0.006287,8.17e-06,3.7e-06,0
0.9746,3.314e-05,0.00058,0.0246,6.26e-06,8.3e-06,0
0.9775,5.75e-05,0.0016,0.02089,2e-06,2.86e-06,0
0.964,0.0001199,0.00312,0.03317,1.55e-06,2.2e-06,0
0.9907,0.00025,0.0003781,0.00833,3.6e-07,3.7e-06,0
0.998,0.0001817,0.0002444,0.001228,2.26e-06,2.56e-06,0
0.9927,0.0001454,0.000377,0.006783,1.7e-06,3.76e-06,0
0.9985,9.394e-05,0.00010896,0.000994,4.65e-06,4.2e-06,0
0.9946,6.51e-05,0.0001872,0.00521,2.8e-06,5e-06,0
0.9946,4.27e-05,0.00011766,0.00505,6.56e-06,1.25e-05,0
0.9824,6.896e-05,0.0002292,0.01717,3.46e-06,1.05e-05,0
0.8643,0.001843,0.0001385,0.1338,1.11e-05,1.16e-05,0
0.3662,1.705e-05,8.04e-05,0.633,9.3e-06,0.0007133,3
0.599,5.966e-05,0.001935,0.3992,2.86e-06,3.22e-05,0
0.7627,1.84e-05,0.001272,0.2362,4.2e-06,1.86e-05,0
0.7793,1.23e-05,0.002039,0.219,2.56e-06,2.47e-05,0
0.8965,1.01e-05,0.001669,0.1019,2.15e-06,1.72e-05,0
0.9004,8.05e-06,0.00101,0.0983,3.93e-06,2.16e-05,0
0.9644,1.52e-05,0.0003672,0.0352,2.26e-06,1.74e-05,0
0.93,5.84e-06,0.02318,0.04675,1.115e-05,1.51e-05,0
0.914,7.57e-06,0.006763,0.0796,4e-06,1.4e-05,0
0.842,1.097e-05,0.0355,0.12274,1.436e-05,1.2e-05,0
0.9414,6.49e-05,0.02487,0.03375,8e-06,5.9e-06,0
0.9927,0.003252,0.0001417,0.003595,3.64e-06,5.54e-06,0
0.988,0.000831,8.66e-05,0.011185,1.5e-06,1.246e-05,0
0.9927,0.000539,0.0001299,0.006542,1.13e-06,8.64e-06,0
0.9907,0.00071,8.756e-05,0.008385,2.3e-06,7.1e-06,0
0.9907,0.000539,0.0003428,0.00829,1.25e-06,7.6e-06,0
0.978,0.0002295,0.0003717,0.02121,2e-06,1.01e-05,0
0.9575,0.0007963,5.2e-06,0.04092,3e-06,0.0009127,0
0.9893,0.005196,0.0005827,0.004482,3.433e-05,7.33e-06,0
0.572,3.86e-05,0.003824,0.4246,8.4e-06,3.64e-05,0
0.538,2.825e-05,0.001686,0.4607,6.1e-06,2.193e-05,0
0.6055,3.463e-05,0.003529,0.391,5.5e-06,1.115e-05,0
0.3608,2.03e-05,0.001177,0.638,5.3e-06,1.466e-05,3
0.5176,3.05e-05,0.002123,0.4805,4e-06,8.7e-06,0
0.4316,2.825e-05,0.001344,0.5674,6.44e-06,1.216e-05,3
0.62,6.276e-05,0.001966,0.3777,5.2e-06,7.75e-06,0
0.6064,3.06e-05,0.0005503,0.393,2.7e-06,1.78e-05,0
0.5503,0.00011784,0.0004404,0.4492,8.3e-07,1.42e-05,0
0.3809,0.000471,0.0006943,0.618,9.5e-07,9.3e-06,3
0.9956,8.27e-05,0.0004642,0.003763,2.2e-06,4.23e-06,0
0.9854,0.0002047,0.000368,0.01391,2.9e-06,3.4e-06,0
0.9863,0.0001838,0.0001438,0.01316,2.26e-06,7.3e-06,0
0.976,0.0002885,0.0002078,0.02347,2.74e-06,3.8e-06,0
0.994,0.0002685,0.0002283,0.00549,5.66e-06,4.7e-06,0
0.9478,7.48e-05,0.0002264,0.05212,1.25e-06,7.2e-06,0
0.9814,0.0001582,0.0003977,0.01805,2.3e-06,5.8e-06,0
0.96,0.0005174,0.0001907,0.03986,3.93e-06,6.74e-06,0
0.9214,0.0006948,3.1e-05,0.0778,9.66e-06,5.066e-05,0
0.9863,0.0006742,2.277e-05,0.01312,1.53e-05,1.06e-05,0
0.9844,0.000274,0.00010437,0.01483,1.05e-05,1.127e-05,0
0.9854,0.0001663,0.00012094,0.01403,1.097e-05,5.07e-06,0
0.9697,0.0001385,0.0005593,0.02957,5.5e-06,3.64e-06,0
0.9756,5.29e-05,0.000573,0.02371,1.127e-05,3.7e-06,0
0.9565,2.784e-05,0.001684,0.04156,7.2e-06,3.76e-06,0
0.995,0.0001609,0.000213,0.004536,1.84e-05,2.86e-06,0
0.982,4.82e-05,0.0001725,0.01764,1.64e-05,1.01e-05,0
0.972,7.44e-05,0.0005937,0.02744,2.635e-05,9.1e-06,0
