class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.981,0.0164,1.51e-05,8.6e-06,6.6e-07,0.00265,0
0.9688,0.02716,1.657e-05,1.1e-05,1.7e-06,0.004177,0
0.987,0.011024,1.925e-05,2.563e-05,4e-07,0.002459,0
0.981,0.01872,1.39e-05,1.2e-05,6e-07,0.000123,0
0.9937,0.004288,3.61e-05,1.45e-05,3e-07,0.001808,0
0.98,0.0196,3.386e-05,2.13e-05,2e-07,0.0001502,0
0.939,0.06122,1.23e-05,0.00011164,2.4e-07,0.0002818,0
0.789,0.2098,1.407e-05,0.0002078,5e-07,0.0007677,0
0.8315,0.1676,1.44e-05,0.0001823,3.6e-07,0.0003805,0
0.925,0.0745,9.6e-06,0.0002742,9e-07,0.000529,0
0.9673,0.03102,1.54e-05,0.001329,3e-07,0.0002015,0
0.9746,0.015076,0.000125,0.00666,1.85e-06,0.003595,0
0.883,0.0639,3.195e-05,0.00384,4.35e-06,0.04932,0
0.6406,0.10034,9.4e-06,0.000538,3.755e-05,0.2583,0
0.832,0.06088,9.2e-06,0.00158,1.9e-06,0.10535,0
0.5825,0.4036,5e-06,0.0002357,2.5e-06,0.01345,0
0.815,0.165,1.055e-05,0.001073,7e-07,0.01872,0
0.944,0.01898,3.9e-06,1.71e-05,2.7e-06,0.03717,0
0.96,0.006428,8.9e-06,0.00197,1e-07,0.03152,0
0.963,0.00701,2.8e-06,0.0002763,3.6e-07,0.02948,0
0.9604,0.0241,2.74e-06,7.43e-05,3.6e-07,0.01542,0
0.955,0.04407,2.44e-06,3.076e-05,5e-07,0.0009093,0
0.9873,0.01066,2.26e-06,8.1e-06,8.3e-07,0.002102,0
0.992,0.006077,1.7e-06,5.8e-06,9e-07,0.002096,0
0.998,0.001517,4e-06,2.1e-06,6.6e-07,0.000549,0
0.9907,0.007366,2.74e-06,8e-06,1.55e-06,0.00223,0
0.842,0.1582,5e-06,2.48e-05,1.55e-06,0.0001193,0
0.931,0.0685,5.25e-06,2.2e-05,2.26e-06,4.08e-05,0
0.907,0.09216,9.6e-06,8.34e-06,4.7e-06,7.045e-05,0
0.952,0.04767,2.503e-05,9.5e-06,3.16e-06,3.11e-05,0
0.8936,0.1065,5.674e-05,1.806e-05,1.2e-06,2.205e-05,0
0.982,0.0182,8.523e-05,1.61e-05,2e-07,6.72e-05,0
0.986,0.01423,6.866e-05,1.44e-05,3e-07,2.51e-05,0
0.992,0.007565,4.816e-05,2.193e-05,2e-07,5.64e-05,0
0.984,0.01572,2.605e-05,1.72e-05,5e-07,3.91e-05,0
0.9956,0.00414,3.88e-05,2.027e-05,1e-06,0.0002354,0
0.835,0.165,5.28e-05,4.697e-05,1.9e-06,3.82e-05,0
0.982,0.01599,0.0008125,2.18e-05,9.6e-06,0.000684,0
0.9785,0.02095,3.98e-05,1.514e-05,3.8e-06,0.000265,0
0.9287,0.07117,1.41e-05,1.21e-05,2.86e-06,0.000348,0
0.926,0.07367,1.687e-05,2.83e-05,6.14e-06,0.000313,0
0.98,0.01964,1.8e-05,4.35e-06,7.57e-06,8.106e-05,0
0.9365,0.06366,5.6e-06,2.15e-06,0.0001538,0.0001138,0
0.9116,0.08765,9.5e-06,2.57e-05,4.5e-06,0.000671,0
0.0712,0.01646,1.1e-06,5.82e-05,7.21e-05,0.9126,5
0.1268,0.02531,2.1e-06,5.24e-05,3.195e-05,0.848,5
0.0481,0.002943,6.6e-07,7.76e-05,9.8e-06,0.949,5
0.0653,0.002943,2.15e-06,0.00011563,2.16e-05,0.9316,5
0.04068,0.002008,2.4e-06,4.405e-05,5.3e-06,0.9575,5
0.0476,0.005447,4.5e-06,3.207e-05,2.56e-06,0.947,5
0.0469,0.001277,2.2e-06,7.6e-06,7.6e-06,0.9517,5
0.07556,0.0003314,1.13e-06,1.78e-05,1.85e-06,0.924,5
0.1893,0.000375,3.8e-06,1.34e-05,2.74e-06,0.81,5
0.1366,0.00011855,1.2e-06,7.57e-06,7.4e-06,0.8633,5
0.721,0.005943,0.0004547,2.12e-05,2.3e-06,0.2722,0
0.845,0.00819,3.87e-05,5.07e-06,6.6e-06,0.1466,0
0.7925,0.0011215,4.727e-05,3.2e-06,3.2e-06,0.2058,0
0.7563,0.0008483,8.96e-05,2.1e-06,5e-06,0.2427,0
0.924,0.000668,7.15e-05,1.55e-06,3e-06,0.07513,0
0.972,0.001922,1.764e-05,3.3e-06,1e-06,0.02577,0
0.9956,0.004143,1.067e-05,4.05e-06,3.6e-07,0.00068,0
0.9507,0.04913,1.64e-05,5.24e-05,4e-07,3.55e-05,0
0.965,0.0348,1.68e-05,1.56e-05,5.4e-07,1.985e-05,0
0.8687,0.1316,1.06e-05,2.724e-05,1e-06,2.5e-05,0
0.912,0.088,7.45e-06,5.305e-05,4e-07,4.274e-05,0
0.9155,0.0842,3.3e-06,3.004e-05,5e-07,0.000552,0
0.934,0.0652,3.34e-06,4.864e-05,5e-07,0.0003982,0
0.876,0.123,5e-06,9.465e-05,5e-07,0.0009775,0
0.8896,0.10944,5.25e-06,3.403e-05,6.6e-07,0.0005198,0
0.6484,0.3513,1.54e-05,8.88e-05,1.6e-06,5.484e-05,0
0.9487,0.001391,3.76e-06,4.42e-05,3.3e-06,0.0496,0
