class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.06744,0.02156,0.004128,1e-06,0.896,0.01082,4
0.1632,0.3083,0.52,4e-06,0.00799,7.51e-05,2
0.4255,3.47e-05,0.0002444,8.3e-07,0.297,0.277,0
0.141,5.144e-05,2.46e-05,3e-07,0.001474,0.8574,5
0.03406,1e-05,5.36e-06,3e-07,0.0009212,0.9653,5
0.0809,3.636e-05,1.645e-05,2e-07,0.00431,0.9146,5
0.03198,1.866e-05,9.06e-06,2e-07,0.003428,0.9644,5
0.01953,2.944e-05,3.594e-05,3.6e-07,0.0004785,0.98,5
0.010796,1.18e-05,8.7e-06,6e-07,0.00011426,0.9893,5
0.00784,4.49e-05,1.526e-05,9e-07,4.554e-05,0.9917,5
0.0367,3.85e-05,2.71e-05,8e-07,0.0001039,0.9634,5
0.0369,6.9e-06,6.5e-06,8e-07,0.0001652,0.963,5
0.3354,2.104e-05,0.0002061,9e-07,0.005386,0.659,5
0.3555,1.544e-05,8.21e-05,8e-07,0.008415,0.636,5
0.2172,2.57e-05,0.0001122,4e-07,0.00983,0.7725,5
0.446,2.25e-05,0.0001365,5.4e-07,0.01136,0.542,5
0.886,2.694e-05,0.0001515,3.6e-07,0.01616,0.0977,0
0.653,2.766e-05,1.97e-05,5e-07,0.015274,0.332,0
0.9556,4.673e-05,5.76e-05,2.4e-07,0.003565,0.04086,0
0.9814,0.0002339,1.526e-05,1e-07,0.001401,0.01718,0
0.909,9.525e-05,8.17e-06,2.4e-07,0.00921,0.08136,0
0.2817,1.19e-05,5.36e-06,1.1e-06,0.001543,0.717,5
0.2659,2.04e-05,2.5e-06,3.3e-06,0.00011206,0.734,5
0.551,4.387e-05,4.05e-06,2.5e-06,0.0001514,0.4495,0
0.3164,0.0001172,5.3e-06,1.6e-06,0.0003674,0.6826,5
0.4465,6.19e-05,5e-06,2.2e-06,0.0001296,0.5537,5
0.1437,1.985e-05,3.9e-06,1.7e-06,4.643e-05,0.8564,5
0.3396,6.455e-05,1.323e-05,1.13e-06,8.49e-05,0.66,5
0.1968,2.9e-05,1.99e-05,1.13e-06,0.0001082,0.803,5
0.2336,2.82e-05,3.856e-05,7e-07,0.000325,0.766,5
0.1461,1.407e-05,8e-06,8.3e-07,0.0002064,0.854,5
0.3682,1.86e-05,1.72e-05,8e-07,0.001282,0.631,5
0.4275,2.05e-05,1.07e-05,9e-07,0.003508,0.569,5
0.5586,3.195e-05,9.83e-06,8.3e-07,0.0224,0.4185,0
