class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.4517,0.0005946,0.00582,2e-07,0.541,0.0007815,4
0.07263,0.0001849,0.000244,1e-07,0.925,0.002062,4
0.4875,0.1515,0.2491,6e-07,0.1078,0.003736,0
0.0997,0.2502,0.006493,2e-07,0.6255,0.01842,4
0.536,0.3455,0.0001749,3.6e-07,0.03964,0.07874,0
0.3906,0.6,0.006046,4e-07,0.0002806,0.002815,1
0.2172,0.7656,0.01683,6e-07,6.83e-05,0.00028,1
0.0321,0.8945,0.07294,5.4e-07,0.000362,0.0001888,1
0.000515,0.949,0.05002,2.74e-06,4.4e-06,5.36e-06,1
0.000554,0.635,0.3645,4.3e-06,2.8e-05,7.4e-06,1
0.002695,0.925,0.07214,6.6e-07,6e-05,5.36e-06,1
0.0251,0.6846,0.2903,3.46e-06,2.09e-05,3.76e-06,1
0.2751,0.719,0.0051,3e-07,0.0001864,0.000345,1
0.2028,0.689,0.1085,2.74e-06,2.6e-05,2.31e-05,1
0.2837,0.6924,0.02391,1.3e-06,0.0001267,9.91e-05,1
0.2651,0.5615,0.1682,2.15e-06,0.00462,0.0001618,1
0.574,0.1973,0.1877,1.55e-06,0.03986,0.000628,0
0.597,0.1882,0.05878,1.6e-06,0.1553,0.0004282,0
0.4749,0.0955,0.000933,1.1e-06,0.4282,0.0005474,0
0.3955,0.0347,0.0004046,2.4e-06,0.562,0.007298,4
0.844,0.02104,0.001,2e-06,0.1152,0.01865,0
0.01187,0.014015,0.0002284,5e-07,0.973,0.0004458,4
0.5244,0.01341,0.001007,2.3e-06,0.4585,0.002283,0
0.149,0.2365,8.76e-05,5e-07,0.6143,0.00029,4
0.1143,0.88,0.00010204,2.4e-07,0.005123,0.0001544,1
0.3086,0.4714,0.000205,4e-07,0.2196,0.0002663,1
0.1161,0.773,0.000431,2.4e-07,0.1101,8.756e-05,1
0.12366,0.7163,0.0001037,3.6e-07,0.1598,7.95e-05,1
0.008026,0.7695,4.41e-05,5.4e-07,0.2223,2.545e-05,1
0.001148,0.0925,0.0004091,2.4e-07,0.906,3.3e-06,4
0.01017,0.438,0.0005283,2e-07,0.5513,7.33e-06,4
0.002213,0.2275,0.000284,2e-07,0.7695,6.26e-06,4
0.00989,0.2368,0.000969,3e-07,0.752,2.7e-06,4
0.00561,0.2295,0.0008793,3e-07,0.764,6.1e-06,4
0.00312,0.606,0.00797,5.4e-07,0.3823,3e-06,1
0.05963,0.607,0.01323,5.4e-07,0.3198,8.94e-06,1
0.03802,0.9346,0.01714,1e-06,0.01041,1.85e-06,1
0.01034,0.9717,0.0104,1.55e-06,0.00774,3.6e-07,1
0.0408,0.8687,0.08276,1e-06,0.007607,2.9e-06,1
0.04523,0.952,0.000516,6e-07,0.0016985,1.13e-06,1
0.03017,0.9604,0.001162,1.6e-06,0.00845,1.13e-06,1
0.2163,0.7134,0.0002832,1.55e-06,0.0705,6.3e-06,1
0.414,0.4946,0.0001219,1.8e-06,0.0908,2.29e-05,1
0.399,0.5786,0.0003047,9e-07,0.02194,1.79e-05,1
0.3767,0.6113,0.001523,1.2e-06,0.01043,5.5e-06,1
0.3406,0.653,0.0003235,6.6e-07,0.006653,8.34e-06,1
0.592,0.1885,0.001336,6.6e-07,0.2181,2.46e-05,0
0.8945,0.0975,0.001848,6e-07,0.00623,2.1e-05,0
0.254,0.6577,0.01714,1.97e-06,0.0712,6.74e-06,1
0.4163,0.151,0.0006504,5e-07,0.432,3.68e-05,4
0.593,0.334,0.01761,6e-07,0.0556,3.964e-05,0
0.1381,0.714,0.003527,8.3e-07,0.1449,7.1e-06,1
0.0805,0.2192,0.003696,6.6e-07,0.697,3.5e-06,4
0.004364,0.3452,0.0004897,1.1e-06,0.65,1.9e-06,4
0.004612,0.79,0.0008273,1.1e-06,0.2045,1.5e-06,1
0.0012245,0.95,0.0002728,5.4e-07,0.04843,1.2e-06,1
0.002007,0.9507,0.0001487,7e-07,0.04715,2.86e-06,1
0.00069,0.98,0.0001187,6.6e-07,0.01949,3.34e-06,1
0.00102,0.996,0.000549,5e-07,0.002453,7e-07,1
0.003899,0.995,0.0002145,2.4e-07,0.0008874,1.13e-06,1
0.003557,0.9956,0.0008836,3.6e-07,0.0001245,7e-07,1
0.01778,0.98,0.002075,6e-07,0.0003421,1e-06,1
0.002127,0.9873,0.006264,9e-07,0.00418,7e-07,1
0.002804,0.9106,0.02985,3e-06,0.0571,6.6e-07,1
0.000547,0.692,0.05984,6.2e-06,0.2477,1.2e-06,1
0.0006375,0.1467,0.1769,6.1e-06,0.676,1.25e-06,4
0.0003235,0.1482,0.2098,5.9e-06,0.6416,1.55e-06,4
0.0001265,0.0151,0.0736,6.14e-06,0.9106,1.43e-06,4
5.94e-05,0.00498,0.3303,1.025e-05,0.6646,3.46e-06,4
0.000437,0.007492,0.2312,2.8e-06,0.761,1.97e-06,4
0.001022,0.0001551,5.78e-05,0.0,0.999,1.67e-06,4
0.0005474,0.002548,8.8e-05,6e-08,0.9966,1.13e-06,4
0.0013685,0.001391,0.006153,2e-07,0.991,3.6e-07,4
0.001027,0.000496,0.00957,2e-07,0.989,1.2e-06,4
0.00104,0.000983,0.161,6e-07,0.837,8.3e-07,4
0.000501,0.004124,0.399,3.64e-06,0.5967,6e-07,4
4.715e-05,0.00643,0.9697,9.95e-06,0.024,2.4e-07,2
3.177e-05,0.0405,0.9297,2.66e-05,0.0294,6e-07,2
0.0001175,0.12396,0.665,1.77e-05,0.2108,7e-07,2
3.44e-05,0.0778,0.6616,2.54e-05,0.26,3.04e-06,2
5.853e-05,0.1054,0.1247,1.15e-05,0.7695,1.6e-06,4
6.6e-05,0.004475,0.5527,6.74e-06,0.4424,7e-07,2
0.0001033,0.00923,0.2428,4.35e-06,0.748,6.6e-07,4
0.0001385,0.005966,0.2437,2.6e-06,0.75,1.13e-06,4
9.036e-05,0.003551,0.00341,5.4e-07,0.9927,3.6e-07,4
0.0003414,0.0005703,0.0008674,6e-08,0.998,1.7e-06,4
0.0001245,0.00479,0.0001633,2e-07,0.995,1.25e-06,4
7.844e-05,0.01791,0.0003095,2.4e-07,0.982,2.4e-06,4
0.0003076,0.0736,0.0004766,5.4e-07,0.926,1.43e-06,4
0.0002369,0.1804,0.000711,5e-07,0.8184,2.8e-06,4
0.00013,0.2678,0.001232,1.6e-06,0.731,2.44e-06,4
0.0001248,0.1464,0.0004876,6.6e-07,0.8525,6.14e-06,4
7.09e-05,0.195,0.0003073,2e-06,0.8047,6.7e-06,4
4.756e-05,0.06537,0.000911,3e-07,0.934,3.4e-06,4
8.756e-05,0.2476,0.006546,1.9e-06,0.7456,2.26e-06,4
0.00011086,0.7236,0.005314,5.5e-06,0.2712,3.1e-06,1
0.000744,0.919,0.001268,2.44e-06,0.0791,6e-07,1
0.02509,0.943,0.0001853,9.5e-07,0.03174,1.8e-06,1
0.0081,0.834,0.0001027,1.67e-06,0.1578,2.8e-06,1
0.00339,0.9614,0.0001413,6.6e-07,0.03476,1.2e-06,1
0.002413,0.768,0.0003107,9.5e-07,0.2297,2.2e-06,1
0.003374,0.3237,0.0002016,4e-07,0.6724,2.86e-06,4
0.002499,0.1581,0.0004358,3.6e-07,0.839,1.85e-06,4
0.001787,0.2084,0.000134,4e-07,0.7896,7.03e-06,4
0.002209,0.05823,8.7e-05,2.4e-07,0.94,6.7e-06,4
0.0003834,0.008865,0.0001913,2e-07,0.9907,6.2e-06,4
0.0001683,0.03723,0.002113,8.3e-07,0.9604,4.3e-06,4
0.0003073,0.2551,0.0006237,1.2e-06,0.744,2.09e-05,4
0.00473,0.2141,0.000344,5e-07,0.781,1.025e-05,4
0.000617,0.8213,0.006035,2.15e-06,0.1721,1.9e-06,1
0.0003526,0.961,0.003754,1.6e-06,0.03522,9e-07,1
0.0005684,0.9224,0.002352,1.1e-06,0.0748,1.13e-06,1
0.000648,0.9478,0.013435,1.67e-06,0.0384,3.6e-07,1
0.0008593,0.8467,0.0762,3.3e-06,0.0765,4e-07,1
0.002111,0.7734,0.06226,1.6e-06,0.1621,1.25e-06,1
0.0001571,0.8867,0.00325,3.34e-06,0.1096,8.3e-07,1
0.0002778,0.6,0.002367,2.9e-06,0.397,2.4e-06,1
0.0002236,0.859,0.00823,3.3e-06,0.1327,9e-07,1
5.51e-05,0.7,0.015594,1.055e-05,0.2842,4e-06,1
4.04e-05,0.9175,0.001993,4.23e-06,0.0805,2.3e-06,1
0.0001875,0.4443,0.001955,1.6e-06,0.553,1.9e-06,4
0.0002227,0.7974,0.009155,2e-06,0.1937,9.5e-07,1
0.0005302,0.409,0.0002823,1.67e-06,0.5903,4.3e-06,4
0.0007606,0.9644,0.0002323,3.5e-06,0.03445,9.5e-07,1
0.0004725,0.941,0.0003943,3.34e-06,0.0581,3.2e-06,1
7.766e-05,0.9854,0.000503,6.9e-06,0.01414,3e-06,1
3.386e-05,0.998,0.001285,8.7e-06,0.0002078,3e-07,1
0.0001498,0.998,0.001618,9.36e-06,0.0002704,2e-07,1
0.0009007,0.987,0.011925,5.66e-06,4.42e-05,2e-07,1
0.002197,0.9883,0.00885,8.9e-06,0.000568,1e-07,1
0.000767,0.9937,0.00503,1.7e-05,0.000536,2e-07,1
0.0001886,0.9927,0.003103,5.5e-06,0.004177,3.6e-07,1
0.0002416,0.988,0.001725,1.13e-05,0.01025,1e-06,1
0.0007753,0.8423,0.001636,2.6e-06,0.1552,3.2e-06,1
0.001515,0.631,0.0007544,2.86e-06,0.3667,8.64e-06,1
0.004475,0.409,0.000677,1.25e-06,0.586,2.9e-06,4
0.003138,0.3687,0.0006714,1.9e-06,0.6274,3.64e-06,4
0.007114,0.1687,0.0001518,9e-07,0.8237,5.66e-06,4
0.000991,0.03075,0.0002701,6e-07,0.9683,2.74e-06,4
0.000946,0.1445,5.805e-05,1e-06,0.8545,1.03e-05,4
0.001037,0.0514,9.36e-05,5.4e-07,0.9478,5.54e-06,4
0.0004811,0.05435,0.0001576,9.5e-07,0.945,4.3e-06,4
0.001808,0.108,0.000303,7e-07,0.89,2.74e-06,4
0.0006948,0.1306,0.000498,1.97e-06,0.868,3.04e-06,4
0.0007496,0.04266,0.0007033,1e-06,0.956,2.4e-06,4
0.0003164,0.1383,0.001038,1e-06,0.8604,2.8e-06,4
0.0003784,0.2034,0.01926,1.9e-06,0.777,1.9e-06,4
0.0003226,0.4558,0.01341,3.7e-06,0.531,2.1e-06,4
0.000549,0.1366,0.03622,2.26e-06,0.8267,2.56e-06,4
0.000618,0.0962,0.01907,1.55e-06,0.8843,9e-07,4
0.001487,0.3477,0.07715,3.6e-06,0.573,8e-07,4
0.002289,0.0821,0.00469,1.1e-06,0.9106,3.9e-06,4
