class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.999,7.44e-05,0.0005217,4.137e-05,1.884e-05,2.7e-06,0
0.999,0.0001646,0.0003707,0.00010085,9.95e-06,1.9e-06,0
0.9995,0.0003076,5.877e-05,2.176e-05,2.39e-05,6.6e-06,0
1.0,0.0001196,3.24e-05,7e-06,7.766e-05,2.21e-05,0
0.9995,0.0001637,2.456e-05,2.9e-06,7.75e-05,7.15e-05,0
0.9995,0.00015,8.46e-06,2.2e-06,0.0001602,4.053e-05,0
0.9995,0.000128,6.3e-06,1.5e-06,9.495e-05,0.0001917,0
0.9995,0.0002002,2.74e-06,4.05e-06,5.99e-05,0.0004535,0
0.9985,0.0003233,1.2e-06,2.9e-06,3.105e-05,0.001246,0
0.999,0.0007396,9.54e-06,3.04e-06,0.0002143,0.00010425,0
0.9966,0.000442,2e-06,1.2e-06,3.594e-05,0.002552,0
0.995,0.001617,7.1e-06,5.4e-07,3.81e-05,0.002829,0
0.997,0.00268,3.16e-06,5.2e-06,3.8e-06,0.0003805,0
0.9985,0.000923,4.6e-06,4.3e-06,2.8e-06,0.0002732,0
1.0,0.0003633,1.25e-05,2.6e-06,2.4e-06,2.927e-05,0
0.999,0.0008354,3.34e-06,2.8e-06,1.67e-06,0.0002344,0
0.9976,0.002047,5.54e-06,1.025e-05,1.5e-06,1.675e-05,0
0.9995,0.000687,1.03e-05,5.2e-06,2.44e-06,1.87e-05,0
0.9976,0.002638,6.26e-06,9.24e-06,9.2e-06,9.9e-06,0
0.996,0.0044,1.943e-05,2.66e-05,5.84e-06,2.8e-06,0
0.999,0.000992,2.11e-05,2.68e-05,3.8e-06,2.6e-06,0
0.999,0.0002202,0.000284,7.76e-05,1.204e-05,1.2e-06,0
0.9995,0.0002906,8.744e-05,5e-06,9.8e-06,2.3e-06,0
1.0,0.0001498,1.085e-05,4.35e-06,3.74e-05,9e-06,0
0.9995,0.000363,6.6e-06,3.64e-06,9.29e-05,1.013e-05,0
1.0,0.0002068,1.9e-05,4.53e-06,3.81e-05,5.25e-06,0
0.999,0.0004168,4.4e-06,2.86e-06,2.29e-05,1.48e-05,0
1.0,0.0004082,9.06e-06,2.2e-06,2.81e-05,1.01e-05,0
1.0,0.0001543,6.4e-06,4.65e-06,4.47e-05,1.85e-05,0
1.0,0.0001905,9.95e-06,3e-06,3.535e-05,3.14e-05,0
1.0,0.000164,3.04e-06,2.26e-06,7.826e-05,5.144e-05,0
0.9995,0.0001392,6.8e-06,5.6e-06,7.933e-05,8.714e-05,0
0.9995,0.0007873,9.1e-06,3.16e-06,6.8e-05,2.78e-05,0
0.9995,0.0001114,3.505e-05,1.67e-06,7.57e-05,0.0001974,0
0.999,4.774e-05,0.0001929,2.2e-06,6.276e-05,0.0001906,0
1.0,5.245e-05,7.15e-05,3.76e-06,1.955e-05,5.764e-05,0
1.0,1.645e-05,9.82e-05,4e-06,4.14e-05,9.626e-05,0
1.0,2.015e-05,0.000125,5.2e-06,9.05e-05,5.674e-05,0
1.0,4.93e-05,0.000172,3.34e-06,4.643e-05,3.666e-05,0
1.0,6.354e-05,0.0001266,6.56e-06,2.784e-05,2.676e-05,0
1.0,7.546e-05,0.000187,4.65e-06,4.87e-05,3.62e-05,0
0.999,0.0004113,6.22e-05,3.46e-06,5.87e-05,1.01e-05,0
1.0,6.133e-05,0.0001291,6.8e-06,1.07e-05,8.017e-05,0
1.0,1.35e-05,0.0001285,5.36e-06,1.04e-05,6.66e-05,0
1.0,0.0001058,0.0001019,1.425e-05,2.3e-06,2.31e-05,0
1.0,0.0001634,2.825e-05,1.43e-05,2.6e-06,8.9e-06,0
1.0,0.000142,4.62e-05,1.02e-05,4.1e-06,1.687e-05,0
1.0,7.397e-05,8.24e-05,2.43e-05,2.1e-06,5.573e-05,0
0.999,0.0003302,5.07e-05,7.75e-06,4.1e-06,0.0001007,0
1.0,0.0001273,0.0001271,6.7e-06,4e-06,2.62e-05,0
0.9995,7.97e-05,0.0002782,4.53e-06,4e-06,9.4e-06,0
0.9995,0.0001427,0.0003164,8.9e-06,5.84e-06,9.3e-06,0
0.999,0.00011927,0.000492,8.6e-06,6e-06,1.943e-05,0
0.9985,0.0001796,0.001215,2.426e-05,3.76e-06,4.9e-05,0
0.999,0.000126,0.0002842,1.055e-05,1.544e-05,1.305e-05,0
0.999,0.0002211,0.0001405,4e-06,0.0001323,2.21e-05,0
1.0,0.0001296,0.0001477,4e-06,2.7e-05,1.67e-05,0
0.9995,0.0002316,0.00010103,1.5e-06,4.3e-05,9.06e-06,0
0.9995,0.0002503,4.32e-05,5.54e-06,1.514e-05,1.92e-05,0
1.0,0.00011325,0.00011706,4.23e-06,4.85e-05,2.32e-05,0
0.999,0.0003834,8.05e-05,4.6e-06,6.384e-05,7.45e-06,0
0.999,0.0003223,0.0001769,5.8e-06,5.364e-05,1.81e-05,0
0.9995,0.000301,3.46e-05,5.2e-06,5.54e-05,1.705e-05,0
0.9995,0.0001409,3.78e-05,4.1e-06,0.0001114,6.89e-05,0
0.999,0.001036,2.3e-05,4.5e-06,3.02e-05,7.796e-05,0
0.999,0.0001783,0.000471,6.3e-06,5.7e-06,4.01e-05,0
0.999,0.0001699,0.0002089,1.055e-05,9.83e-06,0.0001156,0
0.9985,0.001234,1.514e-05,2.56e-06,4.697e-05,7.88e-05,0
0.9985,0.0011215,2.02e-05,1.9e-06,5.85e-05,2.056e-05,0
0.9995,0.000675,1.466e-05,1.3e-06,2.5e-05,3.797e-05,0
0.999,0.0001936,0.0007563,1.97e-06,2.23e-05,1.45e-05,0
0.999,3.654e-05,0.001013,5.7e-06,1.323e-05,1.377e-05,0
0.997,6.866e-05,0.002464,5.3e-06,1.94e-05,7.4e-06,0
0.9976,4.97e-05,0.002178,3.8e-06,5.51e-05,1.603e-05,0
0.994,4.53e-05,0.005936,6.14e-06,7.474e-05,1.78e-05,0
0.9985,0.0001142,0.00134,3.7e-06,4.62e-05,1.776e-05,0
0.9985,4.625e-05,0.0015135,5.6e-06,0.0001813,3.314e-05,0
0.9976,3.445e-05,0.001965,8.9e-06,3.064e-05,7.087e-05,0
0.9507,7.254e-05,0.04837,1.49e-05,3.81e-05,0.0005026,0
0.9897,0.0008535,0.00864,7.33e-06,0.000369,5.525e-05,0
0.998,0.0002134,3.48e-05,8.76e-06,0.001292,3.54e-05,0
0.998,0.0006375,2.563e-05,4.2e-06,0.001481,1.51e-05,0
0.998,0.001086,1.84e-05,6.4e-06,0.00059,1.36e-05,0
0.9995,0.0003076,1.67e-05,2.86e-06,0.0001693,1.86e-05,0
0.9995,6.825e-05,4.065e-05,1.6e-06,0.0001795,2.49e-05,0
1.0,5.37e-05,9.53e-05,1.7e-06,2.056e-05,8.2e-06,0
1.0,5.01e-05,0.0001087,2.7e-06,1.23e-05,1.02e-05,0
1.0,0.0001104,7.28e-05,1.97e-06,2.75e-05,3.76e-06,0
0.9995,0.0001308,0.0002141,2.9e-06,1.407e-05,5e-06,0
0.999,0.000646,0.0002038,2.1e-06,1.645e-05,2.44e-06,0
0.998,0.0001409,0.001865,4.65e-06,1.03e-05,2.86e-06,0
0.9985,0.000397,0.001136,4.53e-06,1.866e-05,3.76e-06,0
1.0,0.00011104,8.315e-05,6.6e-06,1.03e-05,1.75e-05,0
1.0,5.37e-05,0.0001713,3.7e-06,4.95e-06,6.84e-05,0
0.998,0.0001786,0.001218,2.02e-05,1.25e-06,0.000311,0
0.9985,0.0003874,0.000578,1.5e-06,3.7e-06,0.0004323,0
