class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.902,0.0964,1.21e-05,0.00178,1.14e-05,1.79e-05,0
0.959,0.04004,5.66e-06,0.0003986,4.65e-06,1.57e-05,0
0.927,0.073,8.94e-06,0.000512,8.94e-06,7.9e-06,0
0.878,0.1219,2.13e-05,0.0004065,1.013e-05,5.8e-06,0
0.881,0.1186,1.585e-05,0.0004678,1.454e-05,7.8e-06,0
0.788,0.2113,1.47e-05,0.0003557,8.3e-06,7.5e-06,0
0.881,0.1187,6.5e-06,0.0002546,5.7e-06,1.02e-05,0
0.8027,0.1975,5.96e-06,0.0001656,5.7e-06,1.407e-05,0
0.8115,0.188,6.14e-06,0.0002608,5.96e-06,9.54e-06,0
0.6455,0.354,6.6e-06,0.000137,7.4e-06,8.9e-06,0
0.5137,0.4863,7.03e-06,8.43e-05,5.9e-06,8e-06,0
0.586,0.4138,1.04e-05,9.84e-05,7.5e-06,4.8e-06,0
0.563,0.4368,5.96e-06,5.805e-05,1.4e-05,8.94e-06,0
0.4482,0.5513,4.1e-06,9.22e-05,1.884e-05,1.395e-05,1
0.4436,0.556,4.2e-06,9.6e-05,1.88e-05,1.067e-05,1
0.7188,0.2812,2.8e-06,0.0001363,1e-05,3.26e-05,0
0.8027,0.1975,4.1e-06,0.0001006,1.55e-05,1.687e-05,0
0.408,0.5913,5.66e-06,6.38e-05,1.44e-05,1.57e-05,1
0.3997,0.6,5.7e-06,4.25e-05,1.7e-05,1.156e-05,1
0.4893,0.5107,5.8e-06,7.397e-05,1.764e-05,1.38e-05,1
0.6113,0.3887,4.05e-06,5.37e-05,3.15e-05,2.51e-05,0
0.636,0.364,4.35e-06,5.11e-05,1.806e-05,2.18e-05,0
0.651,0.3484,5.25e-06,0.00010663,1.65e-05,1.854e-05,0
0.797,0.2031,5.54e-06,7.266e-05,1.585e-05,1.836e-05,0
0.8374,0.1624,4.9e-06,6.84e-05,1.186e-05,1.895e-05,0
0.7056,0.2942,5.54e-06,3.66e-05,4.846e-05,1.38e-05,0
0.535,0.465,4.9e-06,1.997e-05,5.16e-05,1.27e-05,0
0.7114,0.2886,1.246e-05,3.6e-05,4.81e-05,4.9e-06,0
0.6597,0.3396,6.44e-06,5.84e-05,2.927e-05,1.1e-05,0
0.838,0.1621,5.54e-06,3e-05,3.475e-05,9.06e-06,0
0.4727,0.5273,5.96e-06,5.72e-05,2.52e-05,9.66e-06,1
0.3916,0.609,5.07e-06,5.32e-05,1.04e-05,1.013e-05,1
0.506,0.4944,2.3e-06,9.35e-05,1.41e-05,4.24e-05,0
0.675,0.325,3.8e-06,6.31e-05,9e-06,2.545e-05,0
0.8296,0.1708,2.5e-06,0.00010055,7.2e-06,3.636e-05,0
0.858,0.142,1.85e-06,4.697e-05,6.4e-06,9.16e-05,0
0.9375,0.06256,1.85e-06,8.553e-05,3.4e-06,7.13e-05,0
0.9707,0.02924,1.67e-06,5.22e-05,2.86e-06,6.37e-05,0
0.973,0.02625,2.9e-06,7.075e-05,2.1e-06,7.05e-05,0
0.951,0.04855,6.6e-06,5.79e-05,2.4e-06,6.65e-05,0
0.8657,0.1343,4.6e-06,4.95e-05,1.055e-05,4.01e-05,0
0.9824,0.01744,3e-06,2.503e-05,1.01e-05,9.346e-05,0
0.9614,0.03824,2.5e-06,2.51e-05,4.345e-05,0.000209,0
0.9727,0.02669,8.05e-06,5.186e-05,2.795e-05,2.86e-05,0
0.942,0.05804,4.3e-06,3.73e-05,4.79e-05,6.485e-05,0
0.9556,0.04434,4.53e-06,3.21e-05,6.044e-05,2.724e-05,0
0.896,0.1037,5.07e-06,1.77e-05,6.175e-05,2.545e-05,0
