class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_5_prob,pred_class
0.996,0.0001038,5.75e-05,1.556e-05,2.7e-06,0.003242,0
0.9995,9.62e-05,1.79e-05,1.115e-05,9.5e-07,0.000612,0
0.9985,4.655e-05,1.12e-05,7.5e-06,3.8e-06,0.001508,0
0.998,7.033e-05,1.454e-05,7.7e-06,2.74e-06,0.001877,0
0.9966,0.0001432,8.64e-06,7.2e-06,2.9e-06,0.002861,0
0.9956,0.000419,2.03e-05,5.347e-05,5.4e-07,0.003967,0
0.8896,0.0001482,5.31e-05,0.0001006,3e-06,0.1095,0
0.977,0.000124,0.003347,5.74e-05,3.1e-06,0.01924,0
0.8784,6.97e-05,0.0004563,0.000222,1.067e-05,0.121,0
0.937,0.04993,0.003273,2.1e-05,3.16e-06,0.00962,0
0.871,0.03894,0.0004787,1.025e-05,8.5e-05,0.08984,0
0.848,0.0981,0.0001476,1.144e-05,5.347e-05,0.05377,0
0.9785,0.015495,0.000694,4.16e-05,2.15e-06,0.005108,0
0.9727,0.011894,6.807e-05,2.04e-05,2.027e-05,0.01563,0
0.982,0.01196,0.0001163,3.225e-05,3.4e-06,0.005985,0
0.9717,0.02092,0.000231,2.444e-05,1.186e-05,0.007206,0
0.932,0.004044,1.526e-05,3.636e-05,5.5e-06,0.06354,0
0.9834,0.006992,4.15e-05,2.307e-05,2e-06,0.00949,0
0.9844,0.004925,3.606e-05,3.046e-05,3.4e-06,0.01069,0
0.9863,0.010895,0.0001518,1.395e-05,2.3e-06,0.002441,0
0.9785,0.01889,0.0002338,2.575e-05,1.67e-06,0.002295,0
0.989,0.009964,0.0003495,3.016e-05,3.04e-06,0.001114,0
0.9565,0.042,0.0001546,3.38e-05,1.18e-05,0.00136,0
0.89,0.063,0.00011736,0.0001086,8.3e-07,0.04657,0
0.4714,0.527,0.0002632,0.00011104,3e-07,0.001045,1
0.8423,0.1528,7.373e-05,9.245e-05,5e-07,0.00452,0
0.5825,0.4165,0.0002102,2.02e-05,4e-07,0.0003724,0
0.766,0.2336,8.404e-05,1.99e-05,5.4e-07,0.0001445,0
0.599,0.4006,0.0001382,2.784e-05,3.6e-07,5.496e-05,0
0.7554,0.2446,4.12e-05,2.75e-05,8e-07,0.00010276,0
0.818,0.1821,5.555e-05,4.82e-05,5e-07,0.0001619,0
0.876,0.1238,1.985e-05,2.67e-05,1.2e-06,0.0003395,0
0.779,0.221,4.137e-05,8.1e-06,3.3e-06,0.0002508,0
0.903,0.09595,0.000415,2.09e-05,1.43e-06,0.0004451,0
0.9243,0.0699,0.0001039,1.71e-05,3.04e-06,0.005825,0
0.9336,0.06384,5.93e-05,1.04e-05,7.75e-06,0.002438,0
0.7666,0.232,6.354e-05,1.16e-05,6.1e-06,0.001806,0
0.919,0.05844,9.55e-05,1.34e-05,5.1e-06,0.02238,0
0.974,0.01607,3.934e-05,1.425e-05,4.2e-06,0.0097,0
0.949,0.02148,9.79e-05,7.02e-05,3.64e-06,0.02954,0
0.9688,0.002073,0.00010306,3.79e-05,8.05e-06,0.02917,0
0.56,0.001185,7.075e-05,0.000527,2.15e-06,0.438,0
0.595,0.0018215,3.624e-05,0.0001397,3.34e-06,0.4028,0
0.4995,0.0004356,3.433e-05,6.44e-05,4.7e-06,0.4995,0
0.6714,0.001083,4.834e-05,3.296e-05,9.54e-06,0.3274,0
0.676,0.0006948,1.83e-05,2.486e-05,1.353e-05,0.323,0
0.731,0.001095,1.51e-05,1.484e-05,2.664e-05,0.2678,0
0.9087,0.002071,8.5e-06,1.28e-05,2.04e-05,0.0891,0
0.7695,0.0004458,1.77e-05,1.836e-05,1.57e-05,0.2302,0
0.947,0.000611,8.1e-06,4.3e-06,2.766e-05,0.05267,0
0.8394,0.001125,6.85e-06,1.16e-05,8.3e-06,0.1593,0
0.9395,0.000674,3.64e-06,1.055e-05,1.216e-05,0.06015,0
0.8057,0.00312,5.9e-06,2.074e-05,2.444e-05,0.1909,0
0.9473,0.00923,5.07e-06,1.985e-05,1.39e-05,0.04385,0
0.9453,0.04578,2.164e-05,2.14e-05,5.7e-06,0.00855,0
0.979,0.01685,3.33e-05,1.615e-05,5.5e-06,0.00418,0
0.9795,0.01915,0.0004272,7.05e-05,6.6e-07,0.000505,0
0.985,0.01387,7.58e-05,0.0001284,4e-07,0.00083,0
0.992,0.006653,0.0006976,1.87e-05,2.74e-06,0.0007725,0
0.9844,0.01259,0.001892,0.0001278,9.5e-07,0.001155,0
0.986,0.00834,0.000741,0.0001212,8.3e-07,0.004696,0
0.9897,0.00803,0.0003307,2.19e-05,1.7e-06,0.001775,0
0.9966,0.002024,0.0001827,5.9e-06,1.67e-06,0.001277,0
0.9927,0.003815,0.0001993,6.74e-06,3.76e-06,0.003115,0
0.992,0.002117,0.0004778,1.055e-05,1.4e-06,0.00495,0
0.9883,0.00214,0.0002663,3.7e-06,3.34e-06,0.009315,0
0.985,0.003883,0.0002527,2.3e-06,8.05e-06,0.01076,0
0.983,0.003141,0.0001466,3.76e-06,1.15e-05,0.0136,0
0.993,0.00214,0.0003312,1.4e-06,2.205e-05,0.004215,0
0.986,0.011024,0.001742,6e-07,7.29e-05,0.001156,0
0.9927,0.002035,0.0001521,1e-06,0.000311,0.004818,0
0.985,0.00983,0.000824,1.25e-06,0.0004542,0.00383,0
0.973,0.00176,0.0015745,3.76e-06,0.00086,0.02254,0
0.9863,0.006294,0.001782,6e-07,0.002558,0.002804,0
0.8887,0.105,0.000528,3.6e-07,0.002312,0.00379,0
0.773,0.2233,0.003166,1.25e-06,5.6e-05,0.0004876,0
0.6606,0.3362,0.001226,1.8e-06,1.305e-05,0.001468,0
0.563,0.005657,1.645e-05,8.94e-06,1.68e-05,0.4314,0
0.9507,0.00577,4.7e-06,9.5e-07,3.34e-05,0.04364,0
0.961,0.004158,3.4e-06,1.25e-06,3.12e-05,0.0344,0
0.9644,0.001675,3e-06,1e-06,2.36e-05,0.03418,0
0.9873,0.0016985,2.86e-06,1.25e-06,6.5e-06,0.011314,0
0.988,0.001519,3.93e-06,1.2e-06,6.2e-06,0.01098,0
0.904,0.001031,3.2e-06,1.8e-06,1.37e-05,0.0951,0
0.952,0.00611,1.496e-05,1.1e-06,7.03e-06,0.0413,0
0.8696,0.0728,1.764e-05,4.77e-06,3.2e-06,0.05746,0
0.7163,0.2827,1.955e-05,1.97e-06,3.34e-06,0.000672,0
0.7427,0.2568,1.4e-05,1.8e-06,1.585e-05,0.000474,0
0.654,0.346,4.2e-05,1.85e-06,3.53e-05,3.445e-05,0
0.7188,0.2812,3.47e-05,1.7e-06,4.274e-05,4.86e-05,0
0.588,0.412,1.657e-05,2.74e-06,0.00011635,0.0001338,0
0.4617,0.5376,1.764e-05,1.2e-06,0.0003788,0.0001973,1
0.463,0.5283,2.24e-05,5.3e-06,0.001882,0.00696,1
0.4836,0.4778,8.8e-06,1.84e-05,8.285e-05,0.0383,0
0.1073,0.862,1.05e-05,9.4e-06,9.57e-05,0.0305,1
0.657,0.3342,5.6e-06,4.4e-06,8.273e-05,0.00873,0
0.5737,0.166,5.96e-06,2.027e-05,0.0001371,0.2598,0
0.8384,0.03613,4.4e-06,3.266e-05,5.45e-05,0.1255,0
0.8516,0.0847,2.37e-05,3.44e-05,2.927e-05,0.06366,0
0.913,0.0708,7e-06,9.54e-06,1.65e-05,0.0163,0
0.8438,0.02899,1.33e-05,6.85e-06,9.865e-05,0.1271,0
0.8096,0.04346,6.014e-05,5.69e-05,0.0001323,0.1466,0
0.276,0.00103,3.57e-05,0.001659,3e-06,0.721,5
0.05984,0.003334,0.0002644,0.003944,2.7e-06,0.933,5
