pred
0.6934
0.658
0.81
0.6562
0.6943
0.4448
0.391
0.127
0.1366
0.1138
0.1564
0.1493
0.1456
0.1373
0.1019
0.1196
0.07904
0.0848
0.0683
0.0859
0.06757
0.0801
0.11816
0.1056
0.1846
0.096
0.1608
0.1425
0.149
0.10376
0.0823
0.04578
0.0577
0.053
0.0532
0.08417
0.06165
0.07654
0.0808
0.113
0.2
0.1556
0.1032
0.2483
0.2167
0.2456
0.2954
0.4023
0.1807
0.2832
0.1704
0.1876
0.2367
0.3472
0.2059
0.281
0.1118
0.3955
0.287
0.5117
0.4287
0.695
0.2908
0.305
0.2162
0.219
0.2207
0.1755
0.096
0.12274
0.3806
0.2203
0.2026
0.2184
0.1377
0.1126
0.1335
0.1735
0.2449
0.1454
0.0909
0.09283
0.093
0.0476
0.0682
0.07367
0.0764
0.0656
0.0483
0.164
0.1315
0.1324
0.1326
0.2487
0.1996
0.293
0.219
0.302
0.3284
0.3784
0.3635
0.3428
0.2776
0.174
0.2478
0.1688
0.275
0.082
0.1547
0.1382
0.1056
0.0534
0.04913
0.04492
0.0828
0.094
0.08466
0.06152
0.0764
0.12115
0.1912
0.1306
0.1625
0.2035
0.1682
0.1624
0.1134
0.2198
0.128
0.1841
0.1455
0.10175
0.1138
0.0469
0.07935
0.1222
0.0806
0.0863
0.1067
0.05792
0.0577
0.07007
0.0981
0.0628
0.06573
0.115
0.07275
0.06793
0.11145
0.11066
0.0865
0.0621
0.1757
0.1636
0.1415
0.2448
0.2017
0.2496
0.1456
0.2286
0.1069
0.2289
0.0724
0.1152
0.0789
0.11633
0.06915
0.05966
0.1508
0.1144
0.1007
0.1282
0.06915
0.1385
0.0972
0.1416
0.0774
0.1105
0.1152
0.1678
0.2252
0.11395
0.0995
0.04312
0.09503
0.07654
0.1437
0.051
0.1196
0.07794
0.10156
0.06757
0.1138
0.287
0.2817
0.258
0.2158
0.1904
0.0904
0.11084
0.0656
0.06696
0.05878
0.04434
0.03726
0.0764
0.0437
0.10156
0.07654
0.429
0.282
0.45
0.4832
0.7
0.723
0.564
0.5103
0.527
0.423
0.2544
0.1476
0.564
0.12305
0.2048
0.1478
0.652
0.457
0.2198
0.11816
0.1737
0.1729
0.0903
0.0764
0.1578
0.0733
