class_0_prob,class_1_prob,class_2_prob,pred_class
0.002375,0.00727,0.9907,2
0.00377,0.000769,0.9956,2
0.001062,0.002598,0.9966,2
0.000571,0.01275,0.9863,2
0.00218,0.001759,0.996,2
0.002867,0.001729,0.995,2
0.00427,0.000739,0.9946,2
0.00817,0.0002387,0.991,2
0.01154,0.0002224,0.988,2
0.02785,0.0001879,0.9717,2
0.03802,0.0001965,0.962,2
0.01949,0.0001512,0.9805,2
0.02528,0.0001535,0.9746,2
0.06335,0.000161,0.936,2
0.02806,0.0001678,0.9717,2
0.01976,0.0002013,0.98,2
0.05624,0.0001769,0.944,2
0.03099,0.0001858,0.9688,2
0.05286,0.0002706,0.947,2
0.1073,0.000307,0.8926,2
0.1483,0.0002785,0.8516,2
0.1481,0.000299,0.8516,2
0.06036,0.000281,0.9395,2
0.02982,0.0002744,0.97,2
0.0875,0.000273,0.912,2
0.0736,0.0001599,0.9263,2
0.173,0.0002329,0.8267,2
0.4836,0.0001973,0.516,2
0.217,0.0002167,0.7827,2
0.0855,0.0002338,0.9146,2
0.0659,0.0002866,0.9336,2
0.1407,0.000497,0.8584,2
0.3032,0.0003874,0.697,2
0.344,0.0005035,0.656,2
0.2605,0.00029,0.7393,2
0.1653,0.0003076,0.8345,2
0.05447,0.0002378,0.945,2
0.1162,0.0002003,0.8833,2
0.4333,0.0003002,0.567,2
0.1798,0.0002074,0.82,2
0.346,0.0003743,0.654,2
0.1561,0.000266,0.8438,2
0.0765,0.0002959,0.9233,2
0.06232,0.00043,0.937,2
0.02406,0.0002387,0.976,2
0.01105,0.000238,0.989,2
0.03894,0.0002828,0.961,2
0.002337,0.0004792,0.9976,2
0.01717,0.0002298,0.983,2
0.01991,0.0002458,0.98,2
0.0743,0.0003467,0.9253,2
0.0968,0.0002021,0.903,2
0.625,0.0001558,0.3745,0
0.4033,0.0001528,0.596,2
0.746,0.0001436,0.2542,0
0.9375,0.0001285,0.0624,0
0.9307,0.0001447,0.06946,0
0.961,0.00010616,0.0391,0
0.946,9.453e-05,0.0545,0
0.963,8.73e-05,0.03662,0
0.933,0.00010186,0.0665,0
0.815,0.0003092,0.1844,0
0.8003,0.0002623,0.1996,0
0.575,0.0001583,0.4248,0
0.06104,0.0001483,0.939,2
0.01587,0.0001848,0.984,2
0.02303,0.0001559,0.9766,2
0.014015,0.0004516,0.986,2
0.01133,0.000816,0.9883,2
0.01585,0.0003583,0.9844,2
0.01205,0.000568,0.9873,2
0.02223,0.0002177,0.977,2
0.05652,0.0001802,0.9434,2
0.0961,0.000165,0.904,2
0.2961,0.0001873,0.7036,2
0.3142,0.0001845,0.6855,2
0.1832,0.0002213,0.8164,2
0.273,0.0003495,0.7266,2
0.103,0.00033,0.8965,2
0.0979,0.0003395,0.9014,2
0.108,0.0004375,0.8916,2
0.015015,0.0004585,0.9844,2
0.0433,0.0003,0.957,2
0.1475,0.00034,0.8525,2
0.4207,0.000368,0.579,2
0.05533,0.000339,0.9443,2
0.1584,0.0002701,0.8413,2
0.04263,0.00046,0.957,2
0.07416,0.0002091,0.926,2
0.0972,0.0002534,0.903,2
0.08,0.0001796,0.92,2
0.04965,0.0001706,0.9497,2
0.09796,0.0001833,0.902,2
0.0424,0.0001982,0.9575,2
0.017,0.000541,0.9824,2
0.04486,0.0002596,0.955,2
0.1528,0.0001711,0.847,2
0.489,0.0002022,0.511,2
0.5127,0.0002027,0.487,0
0.4358,0.0002635,0.5645,2
0.2817,0.0002995,0.7183,2
0.2773,0.0003264,0.722,2
0.2042,0.0003834,0.7954,2
0.167,0.000276,0.833,2
0.12384,0.0002754,0.876,2
0.2001,0.0002289,0.7993,2
0.04706,0.0001789,0.9526,2
0.1658,0.0001966,0.834,2
0.03644,0.0002074,0.963,2
0.06433,0.000206,0.9355,2
0.014626,0.0002708,0.9854,2
0.02779,0.0002252,0.9717,2
0.0629,0.0001667,0.937,2
0.0816,0.0001951,0.918,2
0.01692,0.0004127,0.983,2
0.04532,0.0005116,0.954,2
0.0632,0.0003755,0.936,2
0.02573,0.0003805,0.974,2
0.007484,0.000592,0.992,2
0.004597,0.0009575,0.9946,2
0.00959,0.000917,0.9893,2
0.003824,0.0008044,0.9956,2
0.0202,0.0004225,0.9795,2
0.007904,0.000473,0.9917,2
0.03522,0.0005465,0.9644,2
0.01544,0.0002666,0.9844,2
0.0095,0.0003662,0.99,2
0.007305,0.0004723,0.9927,2
0.006214,0.000698,0.993,2
0.0134,0.0003679,0.9863,2
0.006557,0.000527,0.9927,2
0.011284,0.000455,0.9883,2
0.00914,0.000267,0.99,2
0.01051,0.000215,0.9893,2
0.03038,0.0001855,0.9697,2
0.4287,0.0003185,0.571,2
0.35,0.0002792,0.65,2
0.27,0.0002842,0.73,2
0.0879,0.0003092,0.9116,2
0.0936,0.00025,0.9062,2
0.04587,0.0003157,0.954,2
0.0822,0.0004365,0.9175,2
0.05692,0.000447,0.9424,2
0.1713,0.0003414,0.828,2
0.1471,0.0004416,0.852,2
0.07904,0.0003772,0.9204,2
0.1952,0.000296,0.8047,2
0.2532,0.0002242,0.7466,2
0.1278,0.0002427,0.872,2
0.2408,0.0003502,0.759,2
0.2133,0.0001339,0.7866,2
0.554,0.0001515,0.4458,0
0.3232,0.000203,0.677,2
0.1111,0.000141,0.8887,2
0.618,0.00016,0.3818,0
0.725,0.0001619,0.2744,0
0.7627,0.0002378,0.2373,0
0.6035,0.0001956,0.3965,0
0.637,0.0002357,0.3628,0
0.3213,0.0001986,0.6787,2
0.3447,0.0001669,0.6553,2
0.2251,0.0001761,0.7744,2
0.1029,0.000216,0.8965,2
0.06537,0.0001662,0.9346,2
0.03653,0.0001842,0.9634,2
0.03696,0.0001583,0.9624,2
0.02428,0.000176,0.9756,2
0.02588,0.0001872,0.974,2
0.01266,0.0002266,0.987,2
0.003027,0.0006304,0.9966,2
0.00405,0.00266,0.9937,2
0.02086,0.0004003,0.9785,2
0.023,0.0002797,0.9766,2
0.0233,0.000507,0.9766,2
0.0102,0.005142,0.985,2
0.01372,0.002977,0.9834,2
0.0716,0.006622,0.9214,2
0.0471,0.0004606,0.952,2
0.09534,0.000291,0.9043,2
0.05307,0.000237,0.947,2
0.04,0.0002434,0.96,2
0.05084,0.0003538,0.9487,2
0.1101,0.0003138,0.8896,2
0.2576,0.0003324,0.7427,2
0.3167,0.0002935,0.683,2
0.3916,0.0003152,0.608,2
0.53,0.000337,0.4695,0
0.6665,0.000308,0.3333,0
0.629,0.0002136,0.371,0
0.8154,0.0001297,0.1844,0
0.783,0.0001401,0.217,0
0.736,0.0001749,0.2646,0
0.496,0.0001879,0.504,2
0.3147,0.0001606,0.685,2
0.0682,0.0001475,0.932,2
0.03152,0.0001402,0.9683,2
0.0171,0.0003006,0.9824,2
0.014114,0.0002546,0.9854,2
0.010574,0.0002065,0.989,2
0.01662,0.0001768,0.983,2
0.01429,0.000147,0.9854,2
0.02153,0.0001659,0.9785,2
0.04324,0.0002048,0.957,2
0.05194,0.0002245,0.9473,2
0.179,0.000305,0.8203,2
0.1351,0.0002356,0.8647,2
0.465,0.0002542,0.5347,2
0.583,0.0001979,0.4167,0
0.1561,0.0001568,0.8433,2
0.2223,0.000173,0.7773,2
0.3997,0.0001898,0.6006,2
0.3538,0.0001943,0.6465,2
0.1439,0.0002326,0.856,2
0.1423,0.0003676,0.8574,2
0.03204,0.0003533,0.9673,2
0.03748,0.0002503,0.9624,2
0.04828,0.0001755,0.951,2
0.03473,0.0001651,0.9653,2
0.0388,0.0002308,0.961,2
0.0534,0.0001763,0.9463,2
0.0231,0.000236,0.9766,2
0.01616,0.0001712,0.984,2
0.03198,0.0002258,0.968,2
0.0989,0.000265,0.901,2
0.0787,0.0003679,0.921,2
0.1527,0.000327,0.847,2
0.09216,0.0003076,0.9077,2
0.12305,0.0003295,0.877,2
0.1725,0.0002923,0.8276,2
0.0932,0.0002859,0.9067,2
0.08093,0.0002059,0.9185,2
0.3633,0.0002913,0.6367,2
0.3535,0.0003061,0.6465,2
0.49,0.0003037,0.51,2
0.3127,0.0002882,0.687,2
0.2952,0.0003197,0.7046,2
0.448,0.0003543,0.552,2
0.4094,0.000331,0.5903,2
0.4207,0.0002747,0.579,2
0.602,0.0002112,0.3977,0
0.7466,0.0001973,0.2534,0
0.1832,0.000286,0.8164,2
0.0872,0.0002453,0.9126,2
0.1087,0.0002321,0.891,2
0.05414,0.0002142,0.9453,2
0.0462,0.0002147,0.9536,2
0.01366,0.0002319,0.986,2
0.010574,0.0002534,0.9893,2
0.03918,0.000271,0.96,2
0.02281,0.0002537,0.9766,2
0.08527,0.0002675,0.9146,2
0.1841,0.0001813,0.8154,2
0.12134,0.0002075,0.8784,2
0.6045,0.0002018,0.395,0
0.4688,0.0002165,0.531,2
0.1268,0.0001341,0.873,2
0.1302,0.0001402,0.8696,2
0.2178,0.0001485,0.7817,2
0.2937,0.0001297,0.7065,2
0.242,0.0001377,0.7583,2
0.1816,0.0001248,0.8184,2
0.08185,0.0001155,0.918,2
0.02351,0.0001471,0.9766,2
0.01953,0.0001454,0.9805,2
0.01277,0.0001135,0.987,2
0.0722,0.000174,0.9272,2
0.0647,0.0001746,0.9355,2
0.09485,0.0001991,0.9053,2
0.03613,0.0001835,0.9634,2
0.0186,0.000265,0.981,2
0.03363,0.000302,0.9663,2
0.03065,0.0003433,0.969,2
0.03235,0.0005164,0.967,2
0.0543,0.0003977,0.9453,2
0.01324,0.000633,0.986,2
0.003578,0.002047,0.994,2
0.0915,0.00049,0.9077,2
0.05624,0.0005317,0.9434,2
0.16,0.0004182,0.8394,2
0.2864,0.0002875,0.7134,2
0.2358,0.0002687,0.7637,2
0.1141,0.0002286,0.8857,2
0.1667,0.0002081,0.833,2
0.1423,0.000179,0.8574,2
0.228,0.0002391,0.772,2
0.4473,0.0003319,0.5522,2
0.6187,0.0002484,0.381,0
0.715,0.0003033,0.2844,0
0.4944,0.0004308,0.5054,2
0.0923,0.0002773,0.907,2
