class_0_prob,class_1_prob,class_2_prob,pred_class
0.004944,0.001634,0.993,2
0.0009384,0.08386,0.9155,2
0.001385,0.03482,0.964,2
0.0004747,0.6445,0.355,1
0.0005035,0.837,0.1625,1
0.000344,0.9233,0.0762,1
0.00348,0.3264,0.6704,2
0.0006804,0.7505,0.249,1
0.001572,0.569,0.4294,1
0.005253,0.03992,0.955,2
0.2047,0.001838,0.793,2
0.1453,0.0002818,0.854,2
0.1364,0.000589,0.863,2
0.0807,0.0002856,0.919,2
0.02283,0.00146,0.9756,2
0.004475,0.004246,0.991,2
0.01599,0.000977,0.9834,2
0.00678,0.001204,0.992,2
0.002571,0.002666,0.995,2
0.00422,0.0006886,0.995,2
0.00134,0.003334,0.9956,2
0.01117,0.0004718,0.988,2
0.006813,0.000352,0.993,2
0.01512,0.0003061,0.985,2
0.03616,0.0001557,0.964,2
0.1321,0.0003448,0.8677,2
0.10706,0.000199,0.8926,2
0.779,0.0001982,0.2212,0
0.6587,0.0003393,0.3406,0
0.4612,0.0003462,0.5386,2
0.05728,0.0002182,0.9424,2
0.03824,0.0001687,0.9614,2
0.03207,0.0002241,0.968,2
0.01055,0.0001917,0.9893,2
0.00728,0.000259,0.9927,2
0.00859,0.0002106,0.991,2
0.012184,0.000164,0.988,2
0.013664,0.0001594,0.986,2
0.01049,0.00012094,0.9893,2
0.04227,0.0001463,0.958,2
0.052,0.000143,0.9473,2
0.0229,0.0004432,0.976,2
0.01085,0.0006075,0.9883,2
0.01168,0.01509,0.973,2
0.02646,0.004223,0.969,2
0.09784,0.0012245,0.901,2
0.0786,0.002815,0.919,2
0.02855,0.001781,0.9697,2
0.2189,0.00348,0.778,2
0.1355,0.000571,0.864,2
0.4502,0.0006156,0.5493,2
0.1455,0.0003092,0.854,2
0.406,0.0002983,0.5938,2
0.1909,0.0002345,0.809,2
0.09503,0.0002456,0.905,2
0.10876,0.0002763,0.891,2
0.0728,0.000214,0.927,2
0.0684,0.0002326,0.9316,2
0.0937,0.0002697,0.9062,2
0.04892,0.0003414,0.9507,2
0.01464,0.000436,0.985,2
0.00849,0.0005374,0.9907,2
0.0148,0.000451,0.985,2
0.01495,0.0004265,0.9844,2
0.005943,0.0007014,0.993,2
0.007538,0.000817,0.9917,2
0.006107,0.0218,0.9717,2
0.007866,0.04037,0.9517,2
0.04044,0.00361,0.956,2
0.1661,0.006886,0.8267,2
0.5376,0.0007725,0.4614,0
0.6265,0.0002995,0.3735,0
0.6978,0.0002242,0.3018,0
0.4243,0.0001761,0.5757,2
0.4692,0.0001578,0.531,2
0.6675,0.0001599,0.332,0
0.7485,0.0001683,0.2517,0
0.4807,0.0001999,0.519,2
0.06604,0.0001402,0.934,2
0.1903,0.000341,0.8096,2
0.05582,0.000303,0.944,2
0.02951,0.001103,0.9697,2
0.01375,0.001744,0.985,2
0.006145,0.006134,0.988,2
0.02457,0.002256,0.9736,2
0.03235,0.000303,0.9673,2
0.006325,0.002829,0.991,2
0.0059,0.001608,0.9927,2
0.006393,0.0004492,0.9927,2
0.002523,0.001457,0.996,2
0.003162,0.0008645,0.9956,2
0.00968,0.0002034,0.9897,2
0.009895,0.0002282,0.9897,2
0.00595,0.000562,0.993,2
0.01113,0.0002306,0.989,2
0.005108,0.0004234,0.9946,2
0.003456,0.0005403,0.996,2
0.00248,0.000829,0.9966,2
0.002958,0.001895,0.995,2
0.00479,0.001829,0.993,2
0.004665,0.001591,0.994,2
0.006466,0.000626,0.993,2
0.005157,0.01359,0.981,2
0.03424,0.010994,0.955,2
0.05453,0.2435,0.702,2
0.002033,0.6895,0.3086,1
0.0903,0.4446,0.4648,2
0.02278,0.2275,0.75,2
0.002466,0.43,0.568,2
0.003708,0.3633,0.633,2
0.1495,0.004646,0.8457,2
0.02112,0.007313,0.9717,2
0.02728,0.005947,0.9663,2
0.0353,0.0005565,0.9644,2
0.05722,0.001487,0.9414,2
0.532,0.000747,0.4666,0
0.4119,0.0007105,0.5874,2
0.525,0.0006323,0.4746,0
0.4937,0.0003269,0.506,2
0.328,0.0005603,0.6714,2
0.2328,0.0003507,0.767,2
0.432,0.0004554,0.5674,2
0.439,0.0002906,0.5605,2
0.513,0.0003111,0.4863,0
0.364,0.0002499,0.6357,2
0.2388,0.0002675,0.761,2
0.177,0.000257,0.8228,2
0.1126,0.0001681,0.887,2
0.1031,0.0001593,0.897,2
0.1392,0.0001642,0.861,2
0.3184,0.0003355,0.681,2
0.5786,0.0003989,0.4211,0
0.05508,0.0003068,0.9443,2
0.115,0.0003998,0.885,2
0.03165,0.0009403,0.968,2
0.01994,0.0008125,0.9795,2
0.05,0.001441,0.948,2
0.06714,0.0004795,0.932,2
0.03482,0.002357,0.963,2
0.05173,0.0008454,0.9478,2
0.1245,0.0005383,0.8755,2
0.0803,0.0008154,0.9185,2
0.0341,0.00579,0.9604,2
0.001059,0.166,0.8325,2
0.001518,0.02895,0.969,2
0.001505,0.1252,0.8735,2
0.001906,0.3237,0.6743,2
0.000277,0.751,0.2487,1
0.000197,0.8345,0.1655,1
0.0001175,0.8896,0.11005,1
0.0001171,0.9087,0.09106,1
0.0004427,0.701,0.2983,1
0.004036,0.2445,0.7515,2
0.0367,0.3232,0.64,2
0.1151,0.0001564,0.885,2
0.0547,0.0001336,0.945,2
0.01675,0.0005207,0.983,2
0.0155,0.10144,0.883,2
0.01245,0.005325,0.9824,2
0.002071,0.1255,0.872,2
0.001185,0.03001,0.9688,2
0.000624,0.01938,0.98,2
0.0003421,0.05792,0.9414,2
