class_0_prob,class_1_prob,class_2_prob,pred_class
0.01345,0.0006843,0.9863,2
0.02423,0.0003939,0.9756,2
0.0227,0.0002007,0.977,2
0.02202,0.0001568,0.978,2
0.0752,0.0003612,0.9243,2
0.00982,0.0003211,0.99,2
0.02222,0.0004375,0.977,2
0.003584,0.0006466,0.9956,2
0.003614,0.0003102,0.996,2
0.0007796,0.003933,0.995,2
0.0003176,0.02481,0.9746,2
0.000658,0.01039,0.989,2
0.0116,0.01817,0.97,2
0.00324,0.1158,0.881,2
0.004074,0.3308,0.6655,2
0.02927,0.03662,0.934,2
0.073,0.001865,0.925,2
0.1431,0.001504,0.8555,2
0.831,8.53e-05,0.1685,0
0.4475,0.0001366,0.5522,2
0.1498,0.0002191,0.8496,2
0.0522,0.0003998,0.9478,2
0.01614,0.0002294,0.9834,2
0.011444,0.0002954,0.9883,2
0.00636,0.0004735,0.993,2
0.011345,0.0004847,0.9883,2
0.002201,0.001707,0.996,2
0.003786,0.0005145,0.9956,2
0.001685,0.0199,0.9785,2
0.00311,0.03973,0.957,2
0.0009575,0.1654,0.8335,2
0.0004628,0.11884,0.881,2
0.0002642,0.4314,0.569,2
0.000153,0.808,0.1918,1
0.0002091,0.506,0.4937,1
0.0002133,0.553,0.4468,1
0.0003183,0.105,0.8945,2
0.000267,0.3564,0.6436,2
0.0002477,0.2773,0.7227,2
0.0003064,0.05768,0.942,2
0.000732,0.00835,0.991,2
0.0026,0.0004508,0.9966,2
0.0014515,0.000741,0.998,2
0.002037,0.00101,0.997,2
0.001871,0.00649,0.9917,2
0.001019,0.00698,0.992,2
0.001563,0.01035,0.988,2
0.03598,0.002144,0.962,2
0.4778,0.001579,0.521,2
0.2063,0.004246,0.7896,2
0.1313,0.00207,0.8667,2
0.1664,0.000951,0.8325,2
0.1307,0.00139,0.868,2
0.0416,0.007668,0.9507,2
0.004196,0.012436,0.983,2
0.001838,0.01224,0.986,2
0.004787,0.003918,0.9907,2
0.00245,0.002014,0.995,2
0.003387,0.0006022,0.9956,2
0.003086,0.000444,0.9966,2
0.002344,0.001068,0.996,2
0.002155,0.001093,0.997,2
0.0008965,0.004303,0.995,2
0.003534,0.0008845,0.9956,2
0.02896,0.000273,0.9707,2
0.0033,0.001233,0.995,2
0.0143,0.0004897,0.985,2
0.01839,0.0006194,0.9805,2
0.00792,0.000325,0.992,2
0.006855,0.0007243,0.9927,2
0.00447,0.000678,0.9946,2
0.00527,0.0008183,0.994,2
0.002628,0.0006704,0.9966,2
0.003336,0.000471,0.996,2
0.004204,0.000714,0.9946,2
0.006176,0.000532,0.993,2
0.02998,0.0002347,0.97,2
0.02058,0.0001252,0.9795,2
0.0691,8.416e-05,0.93,2
0.202,9.71e-05,0.7983,2
0.806,0.0001207,0.194,0
0.377,0.0002025,0.623,2
0.3376,0.0002854,0.6616,2
0.9004,0.0001433,0.0992,0
0.0509,0.0001802,0.9487,2
0.0451,0.0001857,0.9546,2
0.03506,0.0001702,0.965,2
0.0198,0.0001464,0.98,2
0.02838,0.000227,0.971,2
0.0535,0.0003235,0.9463,2
0.03137,0.000458,0.968,2
0.03976,0.000768,0.9595,2
0.03998,0.001388,0.9585,2
0.05347,0.001685,0.945,2
0.03836,0.009544,0.9526,2
0.0454,0.08075,0.874,2
0.06323,0.04584,0.891,2
0.09296,0.00502,0.9023,2
0.7954,0.001837,0.2031,0
0.9053,0.0005937,0.0941,0
0.8467,0.0007453,0.1527,0
0.705,0.0003731,0.2942,0
0.5527,0.0002959,0.4473,0
0.629,0.0003417,0.3704,0
0.8276,0.0003302,0.1722,0
0.7324,0.000373,0.2673,0
0.755,0.0005198,0.2448,0
0.628,0.0003688,0.3718,0
0.609,0.000521,0.3906,0
0.3696,0.0003774,0.63,2
0.1681,0.0002248,0.8315,2
0.0994,0.0001956,0.9004,2
0.163,0.0001506,0.837,2
0.1522,9.334e-05,0.8477,2
0.1588,0.0001184,0.8413,2
0.1981,0.0001775,0.802,2
0.3816,0.0001343,0.618,2
0.3628,0.0001608,0.6367,2
0.2308,0.0001863,0.769,2
0.3794,0.0002997,0.6206,2
0.2998,0.0002875,0.7,2
0.71,0.0003223,0.2896,0
0.8887,0.0004554,0.1111,0
0.3762,0.0001572,0.624,2
0.4604,0.0002153,0.5396,2
0.11725,0.0001903,0.8823,2
0.2338,0.0001291,0.766,2
0.2266,0.0001239,0.7734,2
0.6226,0.0002754,0.3767,0
0.3066,0.0003414,0.6934,2
0.336,0.000451,0.6636,2
0.6943,0.0001844,0.305,0
0.651,0.000232,0.3494,0
0.5645,0.0001465,0.4358,0
0.7305,0.0001268,0.269,0
0.5835,0.0001583,0.4163,0
0.1782,6.735e-05,0.822,2
0.0937,8.02e-05,0.906,2
0.01918,9.49e-05,0.981,2
0.01217,9.52e-05,0.988,2
0.00275,0.000361,0.997,2
0.006996,0.0002413,0.9927,2
0.005466,0.0002412,0.994,2
0.005363,0.0003395,0.9946,2
0.005966,0.0004983,0.993,2
0.006767,0.000493,0.992,2
0.005344,0.001565,0.9927,2
0.00638,0.000941,0.992,2
0.03882,0.0001541,0.961,2
0.03812,0.0002369,0.962,2
0.0856,0.000129,0.9146,2
0.07465,0.0001144,0.925,2
0.03574,0.0001079,0.9644,2
0.03001,0.000102,0.97,2
0.058,0.000143,0.942,2
0.0886,0.00010824,0.911,2
0.0813,9.43e-05,0.9185,2
0.08844,8.89e-05,0.9116,2
0.05295,6.31e-05,0.947,2
