class_0_prob,class_1_prob,class_2_prob,pred_class
0.00729,0.001679,0.991,2
0.02107,0.00123,0.9775,2
0.02747,0.001216,0.9717,2
0.011185,0.00126,0.9873,2
0.03256,0.00202,0.966,2
0.006447,0.002316,0.991,2
0.00112,0.00528,0.9937,2
0.003218,0.003546,0.9937,2
0.00425,0.00235,0.9937,2
0.001602,0.003334,0.9956,2
0.001494,0.00454,0.9937,2
0.001533,0.003407,0.9956,2
0.001511,0.003325,0.9956,2
0.001621,0.002811,0.9956,2
0.002764,0.002277,0.9946,2
0.00215,0.003216,0.994,2
0.001613,0.00423,0.994,2
0.001342,0.00307,0.9956,2
0.00171,0.002802,0.9956,2
0.001972,0.002644,0.9956,2
0.002102,0.002306,0.9956,2
0.002195,0.002405,0.9956,2
0.001559,0.002802,0.9956,2
0.001313,0.003054,0.9956,2
0.001231,0.003231,0.9956,2
0.001407,0.00336,0.9956,2
0.001316,0.002596,0.996,2
0.001795,0.00226,0.996,2
0.0011,0.00346,0.9956,2
0.0009084,0.006516,0.9927,2
0.0006948,0.00917,0.99,2
0.0007725,0.00873,0.9907,2
0.000931,0.013504,0.9854,2
0.000819,0.00848,0.9907,2
0.000844,0.006218,0.9927,2
0.000986,0.004494,0.994,2
0.001854,0.0047,0.993,2
0.001242,0.00473,0.994,2
0.001566,0.004986,0.9937,2
0.002169,0.00581,0.992,2
0.00119,0.005753,0.9927,2
0.001132,0.006786,0.9917,2
0.0008006,0.008606,0.9907,2
0.1209,0.001558,0.878,2
0.03815,0.001086,0.9604,2
0.01468,0.001075,0.985,2
0.002848,0.0023,0.9946,2
0.001264,0.004555,0.994,2
0.0009375,0.00467,0.994,2
0.0007386,0.004223,0.9946,2
0.0006447,0.00681,0.9927,2
0.000988,0.00286,0.996,2
0.001575,0.001744,0.9966,2
0.001332,0.002262,0.996,2
0.001096,0.00238,0.996,2
0.001109,0.002316,0.996,2
0.0008583,0.00331,0.996,2
0.001025,0.003002,0.996,2
0.000998,0.002567,0.996,2
0.002268,0.002438,0.9956,2
0.004093,0.00226,0.993,2
0.003687,0.002201,0.9946,2
0.00223,0.00198,0.996,2
0.002235,0.0016575,0.996,2
0.003883,0.001282,0.9946,2
0.002436,0.001418,0.9966,2
0.00258,0.001571,0.9956,2
0.003761,0.001424,0.9946,2
0.003532,0.001647,0.995,2
0.002106,0.002855,0.9956,2
0.002884,0.0016985,0.995,2
0.003126,0.001763,0.995,2
0.002874,0.001904,0.995,2
0.001714,0.003656,0.994,2
0.001349,0.00359,0.9956,2
0.001152,0.0047,0.994,2
0.000832,0.006508,0.9927,2
0.0009117,0.00917,0.99,2
0.0009136,0.006577,0.9927,2
0.001254,0.004555,0.994,2
0.001209,0.003756,0.9956,2
0.001014,0.004578,0.994,2
